t,x_a,y_a,z_a,x_b,y_b,z_b,separation
14.16000,2.356449,3.592143,15.163580,2.356954,3.592962,15.163676,0.0009670077
14.16500,2.420035,3.728057,15.006153,2.420556,3.728904,15.006267,0.0010007209
14.17000,2.487280,3.869402,14.853689,2.487818,3.870278,14.853822,0.0010359746
14.17500,2.558279,4.016434,14.706355,2.558834,4.017340,14.706508,0.0010728241
14.18000,2.633131,4.169414,14.564335,2.633704,4.170351,14.564510,0.0011113261
14.18500,2.711945,4.328609,14.427829,2.712536,4.329577,14.428027,0.0011515389
14.19000,2.794837,4.494290,14.297059,2.795448,4.495291,14.297281,0.0011935222
14.19500,2.881933,4.666734,14.172267,2.882563,4.667770,14.172514,0.0012373366
14.20000,2.973363,4.846223,14.053717,2.974014,4.847294,14.053990,0.0012830440
14.20500,3.069266,5.033041,13.941698,3.069939,5.034148,13.942000,0.0013307067
14.21000,3.169790,5.227475,13.836525,3.170485,5.228620,13.836859,0.0013803877
14.21500,3.275087,5.429815,13.738543,3.275805,5.430999,13.738910,0.0014321498
14.22000,3.385317,5.640348,13.648125,3.386058,5.641572,13.648527,0.0014860559
14.22500,3.500646,5.859363,13.565678,3.501412,5.860628,13.566117,0.0015421678
14.23000,3.621247,6.087143,13.491642,3.622038,6.088449,13.492122,0.0016005462
14.23500,3.747296,6.323967,13.426497,3.748113,6.325315,13.427019,0.0016612500
14.24000,3.878975,6.570104,13.370760,3.879820,6.571496,13.371327,0.0017243353
14.24500,4.016471,6.825814,13.324990,4.017344,6.827251,13.325606,0.0017898549
14.25000,4.159973,7.091342,13.289793,4.160874,7.092823,13.290461,0.0018578574
14.25500,4.309672,7.366914,13.265819,4.310603,7.368440,13.266543,0.0019283860
14.26000,4.465762,7.652731,13.253769,4.466722,7.654303,13.254553,0.0020014775
14.26500,4.628433,7.948971,13.254397,4.629425,7.950588,13.255244,0.0020771608
14.27000,4.797879,8.255773,13.268510,4.798901,8.257435,13.269425,0.0021554558
14.27500,4.974285,8.573238,13.296970,4.975340,8.574945,13.297957,0.0022363716
14.28000,5.157834,8.901420,13.340698,5.158922,8.903171,13.341762,0.0023199048
14.28500,5.348700,9.240315,13.400675,5.349821,9.242109,13.401821,0.0024060374
14.29000,5.547048,9.589857,13.477940,5.548203,9.591692,13.479173,0.0024947351
14.29500,5.753029,9.949901,13.573594,5.754218,9.951776,13.574919,0.0025859447
14.30000,5.966777,10.320221,13.688794,5.968001,10.322133,13.690218,0.0026795921
14.30500,6.188408,10.700491,13.824758,6.189666,10.702436,13.826287,0.0027755792
14.31000,6.418011,11.090273,13.982756,6.419303,11.092249,13.984395,0.0028737814
14.31500,6.655649,11.489007,14.164108,6.656976,11.491009,14.165862,0.0029740454
14.32000,6.901350,11.895993,14.370175,6.902710,11.898016,14.372053,0.0030761853
14.32500,7.155103,12.310377,14.602358,7.156495,12.312414,14.604364,0.0031799806
14.33000,7.416850,12.731133,14.862076,7.418275,12.733177,14.864217,0.0032851731
14.33500,7.686485,13.157049,15.150762,7.687940,13.159093,15.153044,0.0033914645
14.34000,7.963841,13.586710,15.469843,7.965324,13.588745,15.472271,0.0034985135
14.34500,8.248683,14.018480,15.820717,8.250192,14.020496,15.823298,0.0036059345
14.35000,8.540705,14.450492,16.204736,8.542238,14.452477,16.207474,0.0037132957
14.35500,8.839517,14.880626,16.623174,8.841072,14.882569,16.626072,0.0038201186
14.36000,9.144640,15.306505,17.077194,9.146212,15.308392,17.080257,0.0039258784
14.36500,9.455493,15.725485,17.567819,9.457079,15.727300,17.571048,0.0040300047
14.37000,9.771391,16.134646,18.095885,9.772986,16.136374,18.099282,0.0041318848
14.37500,10.091531,16.530800,18.662002,10.093130,16.532423,18.665566,0.0042308677
14.38000,10.414988,16.910490,19.266503,10.416586,16.911991,19.270233,0.0043262702
14.38500,10.740708,17.270012,19.909397,10.742297,17.271372,19.913288,0.0044173848
14.39000,11.067499,17.605432,20.590316,11.069073,17.606630,20.594362,0.0045034900
14.39500,11.394035,17.912620,21.308460,11.395586,17.913636,21.312652,0.0045838630
14.40000,11.718845,18.187295,22.062548,11.720365,18.188108,22.066875,0.0046577938
14.40500,12.040320,18.425078,22.850769,12.041801,18.425669,22.855217,0.0047246029
14.41000,12.356717,18.621560,23.670738,12.358148,18.621909,23.675289,0.0047836593
14.41500,12.666159,18.772380,24.519460,12.667531,18.772467,24.524095,0.0048344010
14.42000,12.966656,18.873312,25.393308,12.967959,18.873121,25.398004,0.0048763561
14.42500,13.256111,18.920368,26.288011,13.257333,18.919883,26.292741,0.0049091634
14.43000,13.532343,18.909905,27.198658,13.533475,18.909114,27.203393,0.0049325921
14.43500,13.793112,18.838734,28.119727,13.794142,18.837627,28.124436,0.0049465599
14.44000,14.036145,18.704237,29.045127,14.037063,18.702807,29.049778,0.0049511459
14.44500,14.259166,18.504474,29.968273,14.259962,18.502720,29.972829,0.0049465991
14.45000,14.459938,18.238287,30.882168,14.460602,18.236211,30.886594,0.0049333407
14.45500,14.636295,17.905388,31.779528,14.636818,17.902997,31.783787,0.0049119578
14.46000,14.786187,17.506430,32.652905,14.786559,17.503736,32.656961,0.0048831885
14.46500,14.907718,17.043050,33.494845,14.907934,17.040071,33.498664,0.0048478987
14.47000,14.999191,16.517892,34.298046,14.999244,16.514649,34.301594,0.0048070494
14.47500,15.059144,15.934590,35.055522,15.059030,15.931109,35.058769,0.0047616571
14.48000,15.086387,15.297724,35.760774,15.086105,15.294035,35.763694,0.0047127487
14.48500,15.080035,14.612744,36.407943,15.079582,14.608882,36.410514,0.0046613140
14.49000,15.039529,13.885860,36.991953,15.038906,13.881861,36.994157,0.0046082593
14.49500,14.964656,13.123906,37.508627,14.963866,13.119809,37.510453,0.0045543659
14.50000,14.855561,12.334183,37.954780,14.854608,12.330028,37.956221,0.0045002568
14.50500,14.712745,11.524290,38.328278,14.711635,11.520116,38.329332,0.0044463759
14.51000,14.537057,10.701941,38.628056,14.535798,10.697786,38.628729,0.0043929789
14.51500,14.329682,9.874788,38.854116,14.328283,9.870691,38.854416,0.0043401397
14.52000,14.092115,9.050252,39.007474,14.090586,9.046246,39.007415,0.0042877680
14.52500,13.826131,8.235366,39.090090,13.824484,8.231484,39.089690,0.0042356384
14.53000,13.533748,7.436640,39.104768,13.531997,7.432910,39.104048,0.0041834251
14.53500,13.217191,6.659954,39.055037,13.215347,6.656400,39.054021,0.0041307414
14.54000,12.878842,5.910472,38.945018,12.876919,5.907114,38.943734,0.0040771771
14.54500,12.521203,5.192592,38.779291,12.519215,5.189446,38.777764,0.0040223341
14.55000,12.146847,4.509918,38.562750,12.144809,4.506995,38.561009,0.0039658551
14.55500,11.758379,3.865258,38.300475,11.756303,3.862566,38.298548,0.0039074461
14.56000,11.358395,3.260650,37.997608,11.356295,3.258194,37.995522,0.0038468915
14.56500,10.949444,2.697403,37.659243,10.947332,2.695182,37.657024,0.0037840618
14.57000,10.534000,2.176148,37.290331,10.531888,2.174160,37.288003,0.0037189156
14.57500,10.114429,1.696913,36.895604,10.112329,1.695152,36.893191,0.0036514962
14.58000,9.692972,1.259189,36.479514,9.690894,1.257649,36.477036,0.0035819245
14.58500,9.271723,0.862015,36.046189,9.269677,0.860685,36.043665,0.0035103891
14.59000,8.852619,0.504046,35.599404,8.850612,0.502917,35.596851,0.0034371353
14.59500,8.437427,0.183635,35.142566,8.435468,0.182695,35.140000,0.0033624524
14.60000,8.027742,-0.101099,34.678713,8.025838,-0.101862,34.676146,0.0032866624
14.60500,7.624987,-0.352210,34.210515,7.623142,-0.352809,34.207958,0.0032101085
14.61000,7.230411,-0.571863,33.740294,7.228630,-0.572311,33.737755,0.0031331445
14.61500,6.845093,-0.762287,33.270036,6.843381,-0.762596,33.267524,0.0030561258
14.62000,6.469953,-0.925728,32.801425,6.468312,-0.925910,32.798945,0.0029794013
14.62500,6.105755,-1.064417,32.335860,6.104188,-1.064485,32.333417,0.0029033072
14.63000,5.753119,-1.180539,31.874487,5.751628,-1.180503,31.872084,0.0028281607
14.63500,5.412529,-1.276207,31.418228,5.411115,-1.276079,31.415868,0.0027542570
14.64000,5.084345,-1.353449,30.967803,5.083009,-1.353238,30.965488,0.0026818649
14.64500,4.768814,-1.414190,30.523763,4.767554,-1.413906,30.521493,0.0026112257
14.65000,4.466076,-1.460247,30.086507,4.464894,-1.459899,30.084284,0.0025425511
14.65500,4.176184,-1.493320,29.656313,4.175077,-1.492915,29.654135,0.0024760229
14.66000,3.899102,-1.514992,29.233350,3.898071,-1.514539,29.231217,0.0024117930
14.66500,3.634728,-1.526728,28.817701,3.633770,-1.526232,28.815613,0.0023499837
14.67000,3.382891,-1.529876,28.409379,3.382005,-1.529344,28.407335,0.0022906889
14.67500,3.143368,-1.525671,28.008341,3.142552,-1.525108,28.006339,0.0022339756
14.68000,2.915890,-1.515239,27.614497,2.915142,-1.514649,27.612536,0.0021798852
14.68500,2.700146,-1.499602,27.227726,2.699464,-1.498990,27.225805,0.0021284357
14.69000,2.495796,-1.479683,26.847880,2.495178,-1.479052,26.845998,0.0020796238
14.69500,2.302472,-1.456313,26.474795,2.301915,-1.455667,26.472950,0.0020334272
14.70000,2.119786,-1.430237,26.108294,2.119287,-1.429579,26.106484,0.0019898068
14.70500,1.947333,-1.402119,25.748195,1.946891,-1.401451,25.746418,0.0019487095
14.71000,1.784701,-1.372550,25.394310,1.784313,-1.371874,25.392566,0.0019100702
14.71500,1.631467,-1.342053,25.046456,1.631132,-1.341371,25.044743,0.0018738146
14.72000,1.487207,-1.311087,24.704449,1.486921,-1.310400,24.702767,0.0018398612
14.72500,1.351496,-1.280056,24.368114,1.351258,-1.279365,24.366460,0.0018081238
14.73000,1.223912,-1.249311,24.037277,1.223719,-1.248617,24.035651,0.0017785131
14.73500,1.104036,-1.219157,23.711776,1.103886,-1.218460,23.710176,0.0017509394
14.74000,0.991457,-1.189857,23.391452,0.991348,-1.189158,23.389878,0.0017253135
14.74500,0.885771,-1.161636,23.076158,0.885703,-1.160936,23.074609,0.0017015486
14.75000,0.786586,-1.134685,22.765753,0.786555,-1.133983,22.764227,0.0016795617
14.75500,0.693518,-1.109166,22.460103,0.693523,-1.108463,22.458601,0.0016592747
14.76000,0.606196,-1.085214,22.159084,0.606235,-1.084509,22.157604,0.0016406149
14.76500,0.524260,-1.062941,21.862578,0.524331,-1.062233,21.861119,0.0016235166
14.77000,0.447363,-1.042436,21.570474,0.447465,-1.041725,21.569035,0.0016079206
14.77500,0.375171,-1.023775,21.282668,0.375303,-1.023061,21.281249,0.0015937756
14.78000,0.307363,-1.007014,20.999064,0.307524,-1.006296,20.997664,0.0015810379
14.78500,0.243633,-0.992199,20.719568,0.243821,-0.991477,20.718188,0.0015696717
14.79000,0.183684,-0.979364,20.444097,0.183898,-0.978637,20.442734,0.0015596491
14.79500,0.127236,-0.968534,20.172567,0.127475,-0.967800,20.171222,0.0015509502
14.80000,0.074020,-0.959724,19.904905,0.074283,-0.958983,19.903576,0.0015435628
14.80500,0.023778,-0.952947,19.641036,0.024065,-0.952198,19.639725,0.0015374826
14.81000,-0.023732,-0.948208,19.380895,-0.023423,-0.947451,19.379599,0.0015327123
14.81500,-0.068745,-0.945511,19.124417,-0.068413,-0.944743,19.123136,0.0015292619
14.82000,-0.111481,-0.944855,18.871541,-0.111127,-0.944076,18.870276,0.0015271485
14.82500,-0.152151,-0.946238,18.622210,-0.151776,-0.945448,18.620960,0.0015263955
14.83000,-0.190955,-0.949660,18.376371,-0.190560,-0.948856,18.375134,0.0015270326
14.83500,-0.228083,-0.955118,18.133971,-0.227668,-0.954300,18.132747,0.0015290955
14.84000,-0.263717,-0.962612,17.894961,-0.263282,-0.961778,17.893751,0.0015326256
14.84500,-0.298029,-0.972141,17.659295,-0.297573,-0.971290,17.658098,0.0015376695
14.85000,-0.331182,-0.983710,17.426929,-0.330707,-0.982841,17.425744,0.0015442788
14.85500,-0.363332,-0.997322,17.197821,-0.362837,-0.996434,17.196648,0.0015525098
14.86000,-0.394629,-1.012988,16.971931,-0.394115,-1.012078,16.970769,0.0015624232
14.86500,-0.425214,-1.030717,16.749222,-0.424680,-1.029786,16.748071,0.0015740839
14.87000,-0.455223,-1.050526,16.529657,-0.454669,-1.049571,16.528516,0.0015875608
14.87500,-0.484787,-1.072435,16.313202,-0.484213,-1.071454,16.312071,0.0016029261
14.88000,-0.514029,-1.096467,16.099827,-0.513434,-1.095460,16.098705,0.0016202558
14.88500,-0.543070,-1.122651,15.889500,-0.542454,-1.121616,15.888387,0.0016396290
14.89000,-0.572025,-1.151021,15.682194,-0.571388,-1.149956,15.681090,0.0016611281
14.89500,-0.601006,-1.181615,15.477884,-0.600348,-1.180519,15.476787,0.0016848382
14.90000,-0.630121,-1.214479,15.276545,-0.629441,-1.213349,15.275455,0.0017108478
14.90500,-0.659476,-1.249661,15.078155,-0.658773,-1.248496,15.077072,0.0017392481
14.91000,-0.689174,-1.287218,14.882696,-0.688447,-1.286016,14.881619,0.0017701333
14.91500,-0.719314,-1.327212,14.690149,-0.718563,-1.325971,14.689077,0.0018036005
14.92000,-0.749996,-1.369710,14.500501,-0.749220,-1.368428,14.499433,0.0018397503
14.92500,-0.781318,-1.414786,14.313738,-0.780516,-1.413461,14.312675,0.0018786862
14.93000,-0.813375,-1.462523,14.129852,-0.812547,-1.461153,14.128792,0.0019205154
14.93500,-0.846264,-1.513008,13.948836,-0.845409,-1.511590,13.947778,0.0019653487
14.94000,-0.880081,-1.566336,13.770687,-0.879197,-1.564869,13.769629,0.0020133008
14.94500,-0.914922,-1.622610,13.595404,-0.914008,-1.621090,13.594346,0.0020644909
14.95000,-0.950882,-1.681939,13.422990,-0.949937,-1.680364,13.421932,0.0021190425
14.95500,-0.988060,-1.744441,13.253454,-0.987083,-1.742809,13.252394,0.0021770843
14.96000,-1.026554,-1.810242,13.086805,-1.025543,-1.808551,13.085742,0.0022387502
14.96500,-1.066463,-1.879477,12.923061,-1.065417,-1.877722,12.921994,0.0023041799
14.97000,-1.107889,-1.952286,12.762242,-1.106808,-1.950466,12.761169,0.0023735191
14.97500,-1.150937,-2.028823,12.604374,-1.149818,-2.026934,12.603294,0.0024469204
14.98000,-1.195714,-2.109247,12.449487,-1.194555,-2.107286,12.448399,0.0025245429
14.98500,-1.242328,-2.193729,12.297621,-1.241128,-2.191692,12.296523,0.0026065535
14.99000,-1.290892,-2.282446,12.148820,-1.289650,-2.280331,12.147709,0.0026931268
14.99500,-1.341523,-2.375590,12.003135,-1.340236,-2.373392,12.002011,0.0027844457
15.00000,-1.394339,-2.473360,11.860627,-1.393006,-2.471076,11.859486,0.0028807017
15.00500,-1.449467,-2.575966,11.721363,-1.448085,-2.573592,11.720204,0.0029820955
15.01000,-1.507033,-2.683630,11.585423,-1.505600,-2.681161,11.584243,0.0030888371
15.01500,-1.567172,-2.796583,11.452893,-1.565686,-2.794015,11.451690,0.0032011466
15.02000,-1.630021,-2.915069,11.323875,-1.628480,-2.912398,11.322645,0.0033192539
15.02500,-1.695725,-3.039343,11.198479,-1.694127,-3.036566,11.197220,0.0034433996
15.03000,-1.764434,-3.169674,11.076832,-1.762775,-3.166784,11.075540,0.0035738350
15.03500,-1.836302,-3.306340,10.959073,-1.834580,-3.303333,10.957745,0.0037108222
15.04000,-1.911493,-3.449633,10.845359,-1.909705,-3.446504,10.843990,0.0038546346
15.04500,-1.990174,-3.599857,10.735864,-1.988318,-3.596600,10.734451,0.0040055567
15.05000,-2.072521,-3.757328,10.630780,-2.070593,-3.753939,10.629318,0.0041638842
15.05500,-2.158716,-3.922376,10.530323,-2.156714,-3.918849,10.528806,0.0043299240
15.06000,-2.248951,-4.095341,10.434728,-2.246871,-4.091670,10.433151,0.0045039942
15.06500,-2.343423,-4.276576,10.344257,-2.341261,-4.272756,10.342614,0.0046864233
15.07000,-2.442336,-4.466447,10.259200,-2.440090,-4.462472,10.257485,0.0048775503
15.07500,-2.545906,-4.665329,10.179876,-2.543572,-4.661192,10.178081,0.0050777238
15.08000,-2.654354,-4.873608,10.106635,-2.651928,-4.869303,10.104753,0.0052873014
15.08500,-2.767910,-5.091679,10.039863,-2.765388,-5.087201,10.037886,0.0055066487
15.09000,-2.886812,-5.319947,9.979986,-2.884190,-5.315289,9.977905,0.0057361378
15.09500,-3.011307,-5.558821,9.927470,-3.008581,-5.553977,9.925274,0.0059761460
15.10000,-3.141649,-5.808717,9.882825,-3.138816,-5.803681,9.880505,0.0062270539
15.10500,-3.278102,-6.070052,9.846613,-3.275156,-6.064817,9.844156,0.0064892430
15.11000,-3.420936,-6.343242,9.819445,-3.417873,-6.337804,9.816839,0.0067630934
15.11500,-3.570426,-6.628701,9.801992,-3.567243,-6.623054,9.799225,0.0070489798
15.12000,-3.726859,-6.926835,9.794986,-3.723550,-6.920973,9.792041,0.0073472688
15.12500,-3.890521,-7.238036,9.799223,-3.887083,-7.231955,9.796086,0.0076583138
15.13000,-4.061709,-7.562681,9.815572,-4.058136,-7.556376,9.812226,0.0079824501
15.13500,-4.240718,-7.901120,9.844976,-4.237006,-7.894588,9.841402,0.0083199892
15.14000,-4.427849,-8.253674,9.888459,-4.423994,-8.246912,9.884637,0.0086712122
15.14500,-4.623400,-8.620621,9.947128,-4.619398,-8.613628,9.943038,0.0090363618
15.15000,-4.827669,-9.002191,10.022182,-4.823515,-8.994966,10.017801,0.0094156339
15.15500,-5.040949,-9.398553,10.114913,-5.036639,-9.391097,10.110216,0.0098091677
15.16000,-5.263523,-9.809801,10.226707,-5.259054,-9.802117,10.221670,0.0102170350
15.16500,-5.495665,-10.235942,10.359055,-5.491034,-10.228035,10.353650,0.0106392275
15.17000,-5.737634,-10.676877,10.513546,-5.732837,-10.668753,10.507744,0.0110756439
15.17500,-5.989665,-11.132386,10.691875,-5.984701,-11.124055,10.685647,0.0115260748
15.18000,-6.251971,-11.602105,10.895838,-6.246839,-11.593579,10.889150,0.0119901864
15.18500,-6.524732,-12.085507,11.127328,-6.519430,-12.076801,11.120149,0.0124675035
15.19000,-6.808088,-12.581874,11.388333,-6.802616,-12.573009,11.380629,0.0129573912
15.19500,-7.102133,-13.090276,11.680928,-7.096492,-13.081276,11.672663,0.0134590353
15.20000,-7.406905,-13.609539,12.007257,-7.401097,-13.600432,11.998395,0.0139714223
15.20500,-7.722376,-14.138218,12.369521,-7.716405,-14.129038,12.360028,0.0144933199
15.21000,-8.048441,-14.674565,12.769958,-8.042312,-14.665351,12.759797,0.0150232570
15.21500,-8.384908,-15.216501,13.210808,-8.378629,-15.207299,13.199946,0.0155595051
15.22000,-8.731484,-15.761582,13.694289,-8.725064,-15.752444,13.682692,0.0161000619
15.22500,-9.087761,-16.306973,14.222547,-9.081212,-16.297958,14.210186,0.0166426382
15.23000,-9.453204,-16.849417,14.797611,-9.446538,-16.840592,14.784459,0.0171846482
15.23500,-9.827131,-17.385219,15.421336,-9.820366,-17.376658,15.407370,0.0177232072
15.24000,-10.208705,-17.910224,16.095334,-10.201861,-17.902008,16.080539,0.0182551351
15.24500,-10.596915,-18.419811,16.820900,-10.590014,-18.412028,16.805268,0.0187769712
15.25000,-10.990563,-18.908895,17.598932,-10.983631,-18.901642,17.582461,0.0192849981
15.25500,-11.388248,-19.371941,18.429834,-11.381316,-19.365321,18.412537,0.0197752802
15.26000,-11.788359,-19.803001,19.313426,-11.781460,-19.797121,19.295325,0.0202437159
15.26500,-12.189063,-20.195755,20.248845,-12.182235,-20.190728,20.229977,0.0206861059
15.27000,-12.588303,-20.543591,21.234440,-12.581586,-20.539532,21.214856,0.0210982378
15.27500,-12.983792,-20.839694,22.267684,-12.977231,-20.836717,22.247453,0.0214759866
15.28000,-13.373020,-21.077167,23.345085,-13.366662,-21.075385,23.324293,0.0218154302
15.28500,-13.753265,-21.249173,24.462115,-13.747162,-21.248695,24.440866,0.0221129766
15.29000,-14.121608,-21.349104,25.613162,-14.115813,-21.350029,25.591580,0.0223654983
15.29500,-14.474959,-21.370767,26.791510,-14.469529,-21.373183,26.769736,0.0225704682
15.30000,-14.810094,-21.308592,27.989350,-14.805084,-21.312572,27.967543,0.0227260884
15.30500,-15.123691,-21.157840,29.197835,-15.119159,-21.163438,29.176169,0.0228314032
15.31000,-15.412385,-20.914823,30.407181,-15.408388,-20.922069,30.385843,0.0228863852
15.31500,-15.672826,-20.577105,31.606809,-15.669418,-20.586005,31.585995,0.0228919846
15.32000,-15.901742,-20.143687,32.785542,-15.898974,-20.154218,32.765453,0.0228501313
15.32500,-16.096011,-19.615157,33.931844,-16.093931,-19.627268,33.912682,0.0227636837
15.33000,-16.252734,-18.993794,35.034090,-16.251383,-19.007402,35.016051,0.0226363191
15.33500,-16.369305,-18.283618,36.080877,-16.368718,-18.298610,36.064146,0.0224723675
15.34000,-16.443486,-17.490372,37.061331,-16.443690,-17.506606,37.046078,0.0222765963
15.34500,-16.473468,-16.621439,37.965432,-16.474481,-16.638750,37.951806,0.0220539603
15.35000,-16.457928,-15.685693,38.784307,-16.459758,-15.703892,38.772429,0.0218093343
15.35500,-16.396071,-14.693279,39.510494,-16.398718,-14.712161,39.500456,0.0215472538
15.36000,-16.287665,-13.655346,40.138156,-16.291116,-13.674694,40.130020,0.0212716871
15.36500,-16.133049,-12.583733,40.663232,-16.137282,-12.603327,40.657024,0.0209858613
15.37000,-15.933131,-11.490633,41.083521,-15.938115,-11.510253,41.079233,0.0206921593
15.37500,-15.689375,-10.388248,41.398683,-15.695069,-10.407681,41.396278,0.0203920943
15.38000,-15.403760,-9.288455,41.610183,-15.410116,-9.307500,41.609592,0.0200863627
15.38500,-15.078734,-8.202500,41.721155,-15.085694,-8.220975,41.722283,0.0197749610
15.39000,-14.717151,-7.140732,41.736217,-14.724656,-7.158475,41.738948,0.0194573515
15.39500,-14.322206,-6.112391,41.661244,-14.330190,-6.129264,41.665443,0.0191326531
15.40000,-13.897359,-5.125454,41.503112,-13.905752,-5.141344,41.508633,0.0187998347
15.40500,-13.446255,-4.186535,41.269429,-13.454988,-4.201356,41.276119,0.0184578935
15.41000,-12.972651,-3.300855,40.968270,-12.981653,-3.314546,40.975972,0.0181060024
15.41500,-12.480340,-2.472253,40.607925,-12.489542,-2.484778,40.616486,0.0177436194
15.42000,-11.973086,-1.703250,40.196674,-11.982421,-1.714594,40.205942,0.0173705558
15.42500,-11.454560,-0.995144,39.742583,-11.463964,-1.005312,39.752417,0.0169870068
15.43000,-10.928292,-0.348135,39.253351,-10.937705,-0.357151,39.263620,0.0165935477
15.43500,-10.397624,0.238534,38.736180,-10.406990,0.230634,38.746764,0.0161911051
15.44000,-9.865678,0.766429,38.197686,-9.874946,0.759596,38.208477,0.0157809103
15.44500,-9.335329,1.237778,37.643842,-9.344454,1.231954,37.654746,0.0153644403
15.45000,-8.809194,1.655323,37.079955,-8.818133,1.650445,37.090891,0.0149433557
15.45500,-8.289613,2.022188,36.510657,-8.298333,2.018189,36.521555,0.0145194383
15.46000,-7.778658,2.341763,35.939926,-7.787127,2.338571,35.950730,0.0140945318
15.46500,-7.278126,2.617588,35.371121,-7.286320,2.615134,35.381785,0.0136704900
15.47000,-6.789556,2.853272,34.807020,-6.797453,2.851486,34.817507,0.0132491311
15.47500,-6.314232,3.052413,34.249878,-6.321816,3.051228,34.260161,0.0128322010
15.48000,-5.853203,3.218539,33.701474,-5.860462,3.217890,33.711533,0.0124213432
15.48500,-5.407299,3.355060,33.163175,-5.414223,3.354886,33.172997,0.0120180767
15.49000,-4.977144,3.465234,32.635985,-4.983728,3.465478,32.645561,0.0116237802
15.49500,-4.563179,3.552142,32.120598,-4.569421,3.552750,32.129925,0.0112396813
15.50000,-4.165677,3.618672,31.617452,-4.171577,3.619594,31.626530,0.0108668511
15.50500,-3.784762,3.667508,31.126766,-3.790323,3.668700,31.135600,0.0105062018
15.51000,-3.420427,3.701130,30.648588,-3.425652,3.702551,30.657183,0.0101584881
15.51500,-3.072547,3.721815,30.182825,-3.077444,3.723427,30.191188,0.0098243104
15.52000,-2.740901,3.731641,29.729276,-2.745476,3.733410,29.737416,0.0095041206
15.52500,-2.425177,3.732495,29.287658,-2.429440,3.734393,29.295585,0.0091982286
15.53000,-2.124995,3.726083,28.857630,-2.128955,3.728083,28.865354,0.0089068103
15.53500,-1.839913,3.713943,28.438810,-1.843580,3.716021,28.446341,0.0086299166
15.54000,-1.569439,3.697452,28.030790,-1.572824,3.699586,28.038139,0.0083674834
15.54500,-1.313041,3.677839,27.633152,-1.316156,3.680012,27.640329,0.0081193407
15.55000,-1.070159,3.656200,27.245475,-1.073016,3.658396,27.252489,0.0078852242
15.55500,-0.840207,3.633507,26.867342,-0.842817,3.635712,26.874203,0.0076647856
15.56000,-0.622586,3.610617,26.498351,-0.624960,3.612820,26.505069,0.0074576037
15.56500,-0.416683,3.588288,26.138115,-0.418834,3.590478,26.144697,0.0072631954
15.57000,-0.221883,3.567183,25.786264,-0.223824,3.569352,25.792719,0.0070810271
15.57500,-0.037571,3.547885,25.442454,-0.039312,3.550026,25.448790,0.0069105249
15.58000,0.136866,3.530901,25.106362,0.135313,3.533007,25.112586,0.0067510854
15.58500,0.302033,3.516673,24.777688,0.300658,3.518740,24.783806,0.0066020854
15.59000,0.458527,3.505586,24.456157,0.457319,3.507609,24.462175,0.0064628914
15.59500,0.606931,3.497970,24.141518,0.605880,3.499946,24.147442,0.0063328675
15.60000,0.747818,3.494113,23.833542,0.746913,3.496040,23.839377,0.0062113836
15.60500,0.881744,3.494263,23.532022,0.880975,3.496139,23.537772,0.0060978218
15.61000,1.009248,3.498633,23.236773,1.008607,3.500456,23.242445,0.0059915818
15.61500,1.130854,3.507406,22.947633,1.130332,3.509176,22.953228,0.0058920858
15.62000,1.247069,3.520743,22.664455,1.246657,3.522459,22.669979,0.0057987820
15.62500,1.358381,3.538779,22.387114,1.358072,3.540442,22.392569,0.0057111475
15.63000,1.465263,3.561637,22.115502,1.465049,3.563245,22.120892,0.0056286898
15.63500,1.568167,3.589419,21.849527,1.568040,3.590974,21.854854,0.0055509485
15.64000,1.667531,3.622222,21.589114,1.667485,3.623723,21.594381,0.0054774947
15.64500,1.763773,3.660128,21.334202,1.763801,3.661577,21.339412,0.0054079316
15.65000,1.857298,3.703215,21.084745,1.857394,3.704612,21.089900,0.0053418935
15.65500,1.948491,3.751556,20.840713,1.948650,3.752902,20.845815,0.0052790444
15.66000,2.037725,3.805220,20.602088,2.037941,3.806516,20.607139,0.0052190769
15.66500,2.125357,3.864275,20.368865,2.125624,3.865521,20.373867,0.0051617104
15.67000,2.211729,3.928789,20.141053,2.212042,3.929986,20.146007,0.0051066892
15.67500,2.297171,3.998829,19.918674,2.297526,3.999978,19.923582,0.0050537808
15.68000,2.381998,4.074466,19.701762,2.382391,4.075568,19.706626,0.0050027733
15.68500,2.466517,4.155773,19.490365,2.466943,4.156828,19.495186,0.0049534745
15.69000,2.551020,4.242826,19.284544,2.551476,4.243834,19.289323,0.0049057089
15.69500,2.635790,4.335705,19.084373,2.636272,4.336668,19.089112,0.0048593165
15.70000,2.721101,4.434495,18.889939,2.721605,4.435412,18.894638,0.0048141508
15.70500,2.807216,4.539285,18.701345,2.807739,4.540156,18.706005,0.0047700771
15.71000,2.894392,4.650168,18.518705,2.894930,4.650993,18.523328,0.0047269712
15.71500,2.982875,4.767242,18.342153,2.983427,4.768023,18.346739,0.0046847176
15.72000,3.072908,4.890612,18.171834,3.073469,4.891346,18.176384,0.0046432085
15.72500,3.164723,5.020383,18.007912,3.165291,5.021071,18.012427,0.0046023425
15.73000,3.258549,5.156668,17.850567,3.259122,5.157309,17.855047,0.0045620237
15.73500,3.354608,5.299579,17.699999,3.355183,5.300173,17.704444,0.0045221606
15.74000,3.453117,5.449236,17.556423,3.453693,5.449781,17.560835,0.0044826655
