t,x_a,y_a,z_a,x_b,y_b,z_b,separation
6.22000,-13.099029,-8.368833,37.462887,-13.099030,-8.368833,37.462887,0.0000010550
6.22500,-12.852169,-7.713620,37.484938,-12.852170,-7.713621,37.484938,0.0000010454
6.23000,-12.585762,-7.074058,37.455523,-12.585762,-7.074059,37.455524,0.0000010357
6.23500,-12.301621,-6.454048,37.377444,-12.301621,-6.454049,37.377444,0.0000010256
6.24000,-12.001651,-5.856984,37.253840,-12.001652,-5.856985,37.253840,0.0000010152
6.24500,-11.687816,-5.285730,37.088109,-11.687817,-5.285731,37.088110,0.0000010042
6.25000,-11.362110,-4.742612,36.883819,-11.362110,-4.742613,36.883820,0.0000009926
6.25500,-11.026530,-4.229427,36.644628,-11.026531,-4.229428,36.644629,0.0000009804
6.26000,-10.683052,-3.747462,36.374209,-10.683053,-3.747463,36.374209,0.0000009675
6.26500,-10.333605,-3.297524,36.076187,-10.333605,-3.297525,36.076187,0.0000009539
6.27000,-9.980053,-2.879978,35.754081,-9.980053,-2.879978,35.754082,0.0000009396
6.27500,-9.624176,-2.494790,35.411262,-9.624176,-2.494790,35.411263,0.0000009247
6.28000,-9.267658,-2.141575,35.050911,-9.267658,-2.141576,35.050911,0.0000009092
6.28500,-8.912073,-1.819645,34.675997,-8.912074,-1.819645,34.675998,0.0000008932
6.29000,-8.558881,-1.528057,34.289259,-8.558881,-1.528057,34.289259,0.0000008768
6.29500,-8.209416,-1.265661,33.893193,-8.209416,-1.265661,33.893194,0.0000008600
6.30000,-7.864888,-1.031143,33.490054,-7.864888,-1.031143,33.490055,0.0000008430
6.30500,-7.526382,-0.823068,33.081855,-7.526382,-0.823068,33.081855,0.0000008258
6.31000,-7.194855,-0.639915,32.670374,-7.194856,-0.639915,32.670375,0.0000008086
6.31500,-6.871146,-0.480113,32.257169,-6.871147,-0.480113,32.257170,0.0000007915
6.32000,-6.555972,-0.342065,31.843588,-6.555973,-0.342065,31.843589,0.0000007745
6.32500,-6.249939,-0.224179,31.430787,-6.249939,-0.224179,31.430787,0.0000007578
6.33000,-5.953545,-0.124883,31.019743,-5.953546,-0.124883,31.019744,0.0000007413
6.33500,-5.667190,-0.042645,30.611277,-5.667190,-0.042645,30.611277,0.0000007253
6.34000,-5.391178,0.024013,30.206063,-5.391178,0.024013,30.206063,0.0000007097
6.34500,-5.125731,0.076508,29.804651,-5.125731,0.076508,29.804651,0.0000006947
6.35000,-4.870989,0.116185,29.407480,-4.870990,0.116186,29.407480,0.0000006802
6.35500,-4.627026,0.144314,29.014891,-4.627026,0.144314,29.014892,0.0000006664
6.36000,-4.393848,0.162085,28.627146,-4.393848,0.162085,28.627146,0.0000006532
6.36500,-4.171408,0.170605,28.244431,-4.171408,0.170606,28.244432,0.0000006407
6.37000,-3.959607,0.170904,27.866879,-3.959607,0.170904,27.866879,0.0000006289
6.37500,-3.758303,0.163928,27.494567,-3.758303,0.163928,27.494568,0.0000006179
6.38000,-3.567318,0.150546,27.127536,-3.567318,0.150546,27.127537,0.0000006076
6.38500,-3.386442,0.131551,26.765793,-3.386442,0.131551,26.765793,0.0000005980
6.39000,-3.215436,0.107663,26.409316,-3.215436,0.107663,26.409317,0.0000005892
6.39500,-3.054042,0.079532,26.058066,-3.054042,0.079533,26.058066,0.0000005811
6.40000,-2.901984,0.047744,25.711984,-2.901984,0.047745,25.711985,0.0000005738
6.40500,-2.758971,0.012821,25.371003,-2.758971,0.012822,25.371003,0.0000005672
6.41000,-2.624703,-0.024772,25.035044,-2.624703,-0.024771,25.035044,0.0000005613
6.41500,-2.498875,-0.064624,24.704023,-2.498875,-0.064624,24.704024,0.0000005562
6.42000,-2.381174,-0.106376,24.377855,-2.381174,-0.106375,24.377856,0.0000005517
6.42500,-2.271291,-0.149713,24.056451,-2.271291,-0.149712,24.056451,0.0000005479
6.43000,-2.168913,-0.194364,23.739721,-2.168913,-0.194364,23.739721,0.0000005448
6.43500,-2.073734,-0.240100,23.427578,-2.073734,-0.240100,23.427578,0.0000005424
6.44000,-1.985450,-0.286724,23.119936,-1.985450,-0.286724,23.119937,0.0000005406
6.44500,-1.903764,-0.334075,22.816712,-1.903764,-0.334075,22.816712,0.0000005395
6.45000,-1.828386,-0.382022,22.517824,-1.828386,-0.382021,22.517825,0.0000005390
6.45500,-1.759035,-0.430460,22.223196,-1.759035,-0.430460,22.223196,0.0000005392
6.46000,-1.695439,-0.479311,21.932753,-1.695439,-0.479310,21.932754,0.0000005401
6.46500,-1.637337,-0.528518,21.646426,-1.637336,-0.528518,21.646427,0.0000005416
6.47000,-1.584475,-0.578046,21.364147,-1.584475,-0.578046,21.364148,0.0000005437
6.47500,-1.536615,-0.627878,21.085854,-1.536615,-0.627878,21.085854,0.0000005466
6.48000,-1.493527,-0.678014,20.811487,-1.493527,-0.678014,20.811487,0.0000005501
6.48500,-1.454994,-0.728468,20.540989,-1.454993,-0.728468,20.540990,0.0000005543
6.49000,-1.420808,-0.779269,20.274309,-1.420808,-0.779269,20.274310,0.0000005592
6.49500,-1.390777,-0.830458,20.011397,-1.390777,-0.830458,20.011397,0.0000005648
6.50000,-1.364717,-0.882087,19.752207,-1.364717,-0.882087,19.752207,0.0000005712
6.50500,-1.342459,-0.934219,19.496696,-1.342459,-0.934218,19.496696,0.0000005784
6.51000,-1.323842,-0.986924,19.244824,-1.323842,-0.986923,19.244824,0.0000005863
6.51500,-1.308720,-1.040282,18.996554,-1.308719,-1.040281,18.996554,0.0000005951
6.52000,-1.296955,-1.094381,18.751853,-1.296955,-1.094380,18.751853,0.0000006047
6.52500,-1.288422,-1.149315,18.510688,-1.288422,-1.149314,18.510689,0.0000006151
6.53000,-1.283008,-1.205185,18.273033,-1.283007,-1.205184,18.273034,0.0000006265
6.53500,-1.280607,-1.262097,18.038862,-1.280607,-1.262097,18.038862,0.0000006388
6.54000,-1.281127,-1.320165,17.808153,-1.281127,-1.320165,17.808153,0.0000006520
6.54500,-1.284485,-1.379507,17.580885,-1.284485,-1.379506,17.580885,0.0000006662
6.55000,-1.290607,-1.440244,17.357044,-1.290606,-1.440244,17.357044,0.0000006815
6.55500,-1.299429,-1.502506,17.136615,-1.299429,-1.502506,17.136615,0.0000006978
6.56000,-1.310898,-1.566426,16.919588,-1.310898,-1.566426,16.919589,0.0000007152
6.56500,-1.324969,-1.632142,16.705958,-1.324968,-1.632141,16.705958,0.0000007337
6.57000,-1.341605,-1.699796,16.495721,-1.341605,-1.699795,16.495721,0.0000007535
6.57500,-1.360780,-1.769536,16.288878,-1.360780,-1.769535,16.288878,0.0000007744
6.58000,-1.382476,-1.841515,16.085433,-1.382475,-1.841514,16.085433,0.0000007966
6.58500,-1.406682,-1.915890,15.885395,-1.406682,-1.915889,15.885395,0.0000008201
6.59000,-1.433397,-1.992825,15.688778,-1.433397,-1.992824,15.688778,0.0000008449
6.59500,-1.462628,-2.072488,15.495600,-1.462628,-2.072487,15.495600,0.0000008712
6.60000,-1.494390,-2.155052,15.305884,-1.494389,-2.155051,15.305884,0.0000008990
6.60500,-1.528703,-2.240697,15.119658,-1.528703,-2.240697,15.119658,0.0000009282
6.61000,-1.565600,-2.329610,14.936959,-1.565600,-2.329609,14.936959,0.0000009590
6.61500,-1.605118,-2.421981,14.757827,-1.605118,-2.421981,14.757827,0.0000009915
6.62000,-1.647303,-2.518010,14.582310,-1.647303,-2.518009,14.582310,0.0000010256
6.62500,-1.692208,-2.617901,14.410464,-1.692208,-2.617900,14.410464,0.0000010615
6.63000,-1.739894,-2.721866,14.242354,-1.739893,-2.721865,14.242354,0.0000010993
6.63500,-1.790429,-2.830125,14.078052,-1.790429,-2.830124,14.078052,0.0000011389
6.64000,-1.843890,-2.942904,13.917640,-1.843890,-2.942903,13.917640,0.0000011806
6.64500,-1.900360,-3.060439,13.761211,-1.900359,-3.060438,13.761211,0.0000012243
6.65000,-1.959930,-3.182970,13.608870,-1.959929,-3.182969,13.608870,0.0000012701
6.65500,-2.022698,-3.310750,13.460733,-2.022697,-3.310749,13.460733,0.0000013182
6.66000,-2.088771,-3.444036,13.316929,-2.088771,-3.444035,13.316929,0.0000013686
6.66500,-2.158264,-3.583096,13.177603,-2.158263,-3.583094,13.177603,0.0000014214
6.67000,-2.231296,-3.728205,13.042915,-2.231296,-3.728203,13.042915,0.0000014768
6.67500,-2.307999,-3.879647,12.913042,-2.307998,-3.879645,12.913041,0.0000015347
6.68000,-2.388508,-4.037714,12.788178,-2.388507,-4.037712,12.788178,0.0000015954
6.68500,-2.472969,-4.202706,12.668540,-2.472968,-4.202705,12.668540,0.0000016588
6.69000,-2.561534,-4.374933,12.554365,-2.561533,-4.374931,12.554365,0.0000017252
6.69500,-2.654364,-4.554709,12.445913,-2.654363,-4.554707,12.445913,0.0000017947
6.70000,-2.751626,-4.742356,12.343472,-2.751625,-4.742355,12.343472,0.0000018673
6.70500,-2.853497,-4.938205,12.247356,-2.853496,-4.938203,12.247355,0.0000019432
6.71000,-2.960159,-5.142588,12.157908,-2.960158,-5.142586,12.157907,0.0000020226
6.71500,-3.071804,-5.355843,12.075505,-3.071803,-5.355842,12.075504,0.0000021054
6.72000,-3.188630,-5.578313,12.000558,-3.188629,-5.578311,12.000558,0.0000021919
6.72500,-3.310842,-5.810337,11.933518,-3.310841,-5.810335,11.933517,0.0000022822
6.73000,-3.438651,-6.052258,11.874873,-3.438650,-6.052256,11.874872,0.0000023763
6.73500,-3.572276,-6.304413,11.825156,-3.572275,-6.304411,11.825155,0.0000024745
6.74000,-3.711941,-6.567133,11.784948,-3.711939,-6.567131,11.784947,0.0000025768
6.74500,-3.857873,-6.840740,11.754877,-3.857871,-6.840738,11.754877,0.0000026834
6.75000,-4.010306,-7.125542,11.735628,-4.010304,-7.125540,11.735627,0.0000027943
6.75500,-4.169475,-7.421829,11.727940,-4.169474,-7.421827,11.727939,0.0000029097
6.76000,-4.335620,-7.729868,11.732611,-4.335619,-7.729865,11.732610,0.0000030297
6.76500,-4.508980,-8.049896,11.750506,-4.508978,-8.049894,11.750505,0.0000031543
6.77000,-4.689791,-8.382116,11.782554,-4.689790,-8.382113,11.782553,0.0000032836
6.77500,-4.878290,-8.726684,11.829754,-4.878288,-8.726681,11.829752,0.0000034177
6.78000,-5.074706,-9.083706,11.893176,-5.074705,-9.083703,11.893175,0.0000035566
6.78500,-5.279262,-9.453223,11.973968,-5.279261,-9.453220,11.973966,0.0000037003
6.79000,-5.492171,-9.835206,12.073351,-5.492169,-9.835203,12.073349,0.0000038487
6.79500,-5.713629,-10.229535,12.192624,-5.713627,-10.229532,12.192622,0.0000040019
6.80000,-5.943818,-10.635995,12.333164,-5.943816,-10.635992,12.333161,0.0000041598
6.80500,-6.182895,-11.054252,12.496420,-6.182894,-11.054249,12.496418,0.0000043222
6.81000,-6.430992,-11.483844,12.683918,-6.430990,-11.483841,12.683916,0.0000044889
6.81500,-6.688207,-11.924159,12.897249,-6.688205,-11.924156,12.897246,0.0000046598
6.82000,-6.954600,-12.374416,13.138064,-6.954598,-12.374413,13.138061,0.0000048346
6.82500,-7.230186,-12.833647,13.408066,-7.230183,-12.833643,13.408063,0.0000050128
6.83000,-7.514924,-13.300674,13.708997,-7.514922,-13.300670,13.708994,0.0000051942
6.83500,-7.808716,-13.774088,14.042618,-7.808714,-13.774084,14.042614,0.0000053782
6.84000,-8.111392,-14.252227,14.410692,-8.111390,-14.252223,14.410689,0.0000055642
6.84500,-8.422702,-14.733154,14.814960,-8.422700,-14.733150,14.814956,0.0000057516
6.85000,-8.742308,-15.214636,15.257106,-8.742306,-15.214633,15.257102,0.0000059397
6.85500,-9.069771,-15.694127,15.738727,-9.069769,-15.694124,15.738723,0.0000061276
6.86000,-9.404541,-16.168749,16.261291,-9.404539,-16.168745,16.261286,0.0000063144
6.86500,-9.745947,-16.635280,16.826085,-9.745944,-16.635277,16.826080,0.0000064991
6.87000,-10.093183,-17.090151,17.434170,-10.093180,-17.090148,17.434164,0.0000066806
6.87500,-10.445302,-17.529443,18.086317,-10.445300,-17.529440,18.086311,0.0000068576
6.88000,-10.801203,-17.948896,18.782946,-10.801201,-17.948893,18.782940,0.0000070291
6.88500,-11.159623,-18.343929,19.524058,-11.159620,-18.343927,19.524052,0.0000071935
6.89000,-11.519128,-18.709672,20.309166,-11.519125,-18.709670,20.309160,0.0000073497
6.89500,-11.878112,-19.041009,21.137222,-11.878110,-19.041007,21.137215,0.0000074962
6.90000,-12.234794,-19.332640,22.006549,-12.234791,-19.332638,22.006542,0.0000076317
6.90500,-12.587216,-19.579157,22.914778,-12.587213,-19.579156,22.914770,0.0000077549
6.91000,-12.933252,-19.775136,23.858789,-12.933250,-19.775136,23.858782,0.0000078646
6.91500,-13.270617,-19.915250,24.834671,-13.270615,-19.915250,24.834664,0.0000079597
6.92000,-13.596883,-19.994390,25.837691,-13.596881,-19.994390,25.837684,0.0000080393
6.92500,-13.909499,-20.007803,26.862289,-13.909497,-20.007804,26.862281,0.0000081027
6.93000,-14.205819,-19.951246,27.902094,-14.205817,-19.951247,27.902086,0.0000081494
6.93500,-14.483132,-19.821128,28.949972,-14.483130,-19.821130,28.949964,0.0000081792
6.94000,-14.738707,-19.614672,29.998102,-14.738706,-19.614675,29.998095,0.0000081922
6.94500,-14.969832,-19.330051,31.038088,-14.969831,-19.330054,31.038080,0.0000081889
6.95000,-15.173865,-18.966518,32.061094,-15.173864,-18.966522,32.061086,0.0000081700
6.95500,-15.348282,-18.524514,33.058019,-15.348282,-18.524518,33.058012,0.0000081365
6.96000,-15.490740,-18.005736,34.019692,-15.490739,-18.005740,34.019686,0.0000080897
6.96500,-15.599119,-17.413177,34.937084,-15.599119,-17.413182,34.937078,0.0000080312
6.97000,-15.671585,-16.751119,35.801535,-15.671585,-16.751124,35.801529,0.0000079627
6.97500,-15.706629,-16.025079,36.604972,-15.706630,-16.025085,36.604967,0.0000078857
6.98000,-15.703117,-15.241713,37.340134,-15.703117,-15.241719,37.340129,0.0000078022
6.98500,-15.660316,-14.408670,38.000754,-15.660316,-14.408676,38.000750,0.0000077136
6.99000,-15.577925,-13.534414,38.581729,-15.577926,-13.534421,38.581726,0.0000076215
6.99500,-15.456086,-12.628013,39.079238,-15.456088,-12.628020,39.079236,0.0000075270
7.00000,-15.295387,-11.698901,39.490824,-15.295389,-11.698908,39.490822,0.0000074311
7.00500,-15.096850,-10.756643,39.815416,-15.096852,-10.756650,39.815415,0.0000073343
7.01000,-14.861912,-9.810687,40.053316,-14.861914,-9.810694,40.053315,0.0000072370
7.01500,-14.592395,-8.870141,40.206124,-14.592397,-8.870148,40.206124,0.0000071392
7.02000,-14.290461,-7.943565,40.276635,-14.290463,-7.943571,40.276636,0.0000070406
7.02500,-13.958569,-7.038796,40.268693,-13.958572,-7.038802,40.268694,0.0000069410
7.03000,-13.599419,-6.162816,40.187023,-13.599422,-6.162822,40.187025,0.0000068397
7.03500,-13.215896,-5.321645,40.037052,-13.215899,-5.321651,40.037054,0.0000067363
7.04000,-12.811014,-4.520292,39.824717,-12.811018,-4.520297,39.824719,0.0000066303
7.04500,-12.387859,-3.762729,39.556278,-12.387862,-3.762734,39.556281,0.0000065213
7.05000,-11.949534,-3.051907,39.238150,-11.949537,-3.051912,39.238153,0.0000064088
7.05500,-11.499111,-2.389806,38.876735,-11.499114,-2.389810,38.876739,0.0000062927
7.06000,-11.039586,-1.777496,38.478293,-11.039589,-1.777500,38.478297,0.0000061730
7.06500,-10.573840,-1.215228,38.048822,-10.573844,-1.215231,38.048826,0.0000060495
7.07000,-10.104609,-0.702530,37.593972,-10.104613,-0.702533,37.593976,0.0000059227
7.07500,-9.634456,-0.238313,37.118974,-9.634459,-0.238316,37.118978,0.0000057927
7.08000,-9.165752,0.179026,36.628604,-9.165756,0.179024,36.628608,0.0000056599
7.08500,-8.700666,0.551503,36.127151,-8.700669,0.551501,36.127155,0.0000055249
7.09000,-8.241152,0.881447,35.618414,-8.241155,0.881446,35.618418,0.0000053882
7.09500,-7.788950,1.171416,35.105712,-7.788953,1.171414,35.105716,0.0000052503
7.10000,-7.345589,1.424113,34.591898,-7.345592,1.424112,34.591902,0.0000051119
7.10500,-6.912385,1.642323,34.079388,-6.912388,1.642323,34.079392,0.0000049735
7.11000,-6.490458,1.828854,33.570198,-6.490461,1.828853,33.570202,0.0000048358
7.11500,-6.080732,1.986484,33.065974,-6.080735,1.986484,33.065977,0.0000046993
7.12000,-5.683957,2.117928,32.568034,-5.683959,2.117928,32.568038,0.0000045646
7.12500,-5.300711,2.225804,32.077409,-5.300714,2.225804,32.077413,0.0000044321
7.13000,-4.931423,2.312614,31.594874,-4.931426,2.312614,31.594877,0.0000043023
7.13500,-4.576381,2.380722,31.120988,-4.576384,2.380722,31.120992,0.0000041756
7.14000,-4.235747,2.432350,30.656128,-4.235749,2.432351,30.656131,0.0000040524
7.14500,-3.909571,2.469570,30.200514,-3.909573,2.469571,30.200518,0.0000039330
7.15000,-3.597801,2.494299,29.754244,-3.597803,2.494300,29.754248,0.0000038176
7.15500,-3.300301,2.508305,29.317311,-3.300303,2.508306,29.317314,0.0000037064
7.16000,-3.016858,2.513207,28.889627,-3.016859,2.513208,28.889630,0.0000035996
7.16500,-2.747192,2.510481,28.471042,-2.747194,2.510482,28.471045,0.0000034973
7.17000,-2.490971,2.501468,28.061359,-2.490973,2.501468,28.061362,0.0000033996
7.17500,-2.247815,2.487378,27.660347,-2.247816,2.487379,27.660350,0.0000033064
7.18000,-2.017307,2.469303,27.267751,-2.017309,2.469304,27.267754,0.0000032178
7.18500,-1.799001,2.448222,26.883302,-1.799002,2.448222,26.883305,0.0000031337
7.19000,-1.592425,2.425007,26.506727,-1.592426,2.425007,26.506730,0.0000030541
7.19500,-1.397093,2.400436,26.137748,-1.397094,2.400437,26.137751,0.0000029788
7.20000,-1.212504,2.375201,25.776094,-1.212505,2.375202,25.776097,0.0000029077
7.20500,-1.038153,2.349910,25.421499,-1.038153,2.349911,25.421502,0.0000028407
7.21000,-0.873528,2.325101,25.073709,-0.873528,2.325102,25.073711,0.0000027776
7.21500,-0.718120,2.301244,24.732478,-0.718121,2.301245,24.732480,0.0000027182
7.22000,-0.571423,2.278752,24.397575,-0.571424,2.278752,24.397578,0.0000026624
7.22500,-0.432937,2.257983,24.068784,-0.432938,2.257983,24.068786,0.0000026099
7.23000,-0.302169,2.239249,23.745900,-0.302169,2.239249,23.745902,0.0000025606
7.23500,-0.178636,2.222819,23.428733,-0.178637,2.222820,23.428735,0.0000025143
7.24000,-0.061868,2.208926,23.117106,-0.061869,2.208927,23.117109,0.0000024708
7.24500,0.048594,2.197770,22.810858,0.048594,2.197771,22.810860,0.0000024299
7.25000,0.153195,2.189523,22.509837,0.153195,2.189524,22.509839,0.0000023915
7.25500,0.252368,2.184331,22.213906,0.252368,2.184332,22.213908,0.0000023553
7.26000,0.346528,2.182321,21.922938,0.346528,2.182322,21.922941,0.0000023213
7.26500,0.436079,2.183600,21.636820,0.436079,2.183601,21.636822,0.0000022893
7.27000,0.521407,2.188262,21.355446,0.521407,2.188263,21.355448,0.0000022591
7.27500,0.602886,2.196388,21.078721,0.602886,2.196389,21.078723,0.0000022306
7.28000,0.680874,2.208048,20.806561,0.680874,2.208049,20.806563,0.0000022038
7.28500,0.755716,2.223306,20.538889,0.755716,2.223306,20.538892,0.0000021784
7.29000,0.827741,2.242218,20.275638,0.827741,2.242219,20.275640,0.0000021545
7.29500,0.897267,2.264838,20.016747,0.897267,2.264839,20.016749,0.0000021319
7.30000,0.964597,2.291217,19.762164,0.964598,2.291218,19.762166,0.0000021105
7.30500,1.030024,2.321405,19.511843,1.030024,2.321405,19.511845,0.0000020903
7.31000,1.093827,2.355450,19.265747,1.093827,2.355451,19.265749,0.0000020712
7.31500,1.156274,2.393405,19.023845,1.156274,2.393406,19.023847,0.0000020533
7.32000,1.217624,2.435324,18.786112,1.217625,2.435324,18.786114,0.0000020363
7.32500,1.278125,2.481262,18.552530,1.278126,2.481263,18.552532,0.0000020204
7.33000,1.338016,2.531283,18.323089,1.338016,2.531283,18.323091,0.0000020054
7.33500,1.397527,2.585451,18.097783,1.397528,2.585452,18.097785,0.0000019913
7.34000,1.456881,2.643839,17.876616,1.456882,2.643840,17.876618,0.0000019782
7.34500,1.516294,2.706526,17.659595,1.516294,2.706526,17.659597,0.0000019661
7.35000,1.575973,2.773594,17.446739,1.575974,2.773595,17.446740,0.0000019548
7.35500,1.636123,2.845138,17.238069,1.636123,2.845139,17.238071,0.0000019444
7.36000,1.696940,2.921256,17.033619,1.696940,2.921257,17.033620,0.0000019349
7.36500,1.758618,3.002056,16.833426,1.758618,3.002056,16.833428,0.0000019264
7.37000,1.821346,3.087653,16.637539,1.821346,3.087653,16.637541,0.0000019187
7.37500,1.885310,3.178172,16.446016,1.885310,3.178172,16.446017,0.0000019120
7.38000,1.950693,3.273745,16.258921,1.950693,3.273746,16.258923,0.0000019062
7.38500,2.017675,3.374515,16.076332,2.017676,3.374516,16.076334,0.0000019013
7.39000,2.086436,3.480633,15.898337,2.086437,3.480633,15.898338,0.0000018974
7.39500,2.157154,3.592257,15.725033,2.157154,3.592258,15.725035,0.0000018944
7.40000,2.230006,3.709558,15.556532,2.230006,3.709559,15.556534,0.0000018924
7.40500,2.305168,3.832713,15.392959,2.305169,3.832713,15.392961,0.0000018914
7.41000,2.382819,3.961908,15.234452,2.382820,3.961909,15.234454,0.0000018915
7.41500,2.463137,4.097340,15.081166,2.463137,4.097341,15.081168,0.0000018925
7.42000,2.546299,4.239213,14.933271,2.546300,4.239213,14.933272,0.0000018946
7.42500,2.632488,4.387738,14.790954,2.632489,4.387739,14.790956,0.0000018977
7.43000,2.721886,4.543137,14.654424,2.721886,4.543137,14.654426,0.0000019019
7.43500,2.814675,4.705635,14.523908,2.814676,4.705636,14.523910,0.0000019071
7.44000,2.911044,4.875467,14.399656,2.911045,4.875468,14.399657,0.0000019135
7.44500,3.011181,5.052873,14.281940,3.011182,5.052874,14.281941,0.0000019209
7.45000,3.115278,5.238096,14.171059,3.115278,5.238097,14.171061,0.0000019294
7.45500,3.223528,5.431385,14.067339,3.223529,5.431386,14.067341,0.0000019391
7.46000,3.336129,5.632989,13.971135,3.336130,5.632990,13.971137,0.0000019498
7.46500,3.453281,5.843160,13.882834,3.453282,5.843161,13.882835,0.0000019617
7.47000,3.575185,6.062146,13.802853,3.575186,6.062147,13.802855,0.0000019746
7.47500,3.702045,6.290194,13.731648,3.702046,6.290195,13.731650,0.0000019887
7.48000,3.834069,6.527544,13.669712,3.834069,6.527544,13.669714,0.0000020038
7.48500,3.971462,6.774427,13.617578,3.971463,6.774428,13.617579,0.0000020200
7.49000,4.114435,7.031063,13.575820,4.114435,7.031063,13.575821,0.0000020372
7.49500,4.263195,7.297654,13.545059,4.263195,7.297655,13.545060,0.0000020554
7.50000,4.417950,7.574386,13.525962,4.417950,7.574386,13.525964,0.0000020746
7.50500,4.578906,7.861414,13.519246,4.578907,7.861415,13.519248,0.0000020946
7.51000,4.746268,8.158869,13.525680,4.746268,8.158869,13.525682,0.0000021156
7.51500,4.920232,8.466839,13.546086,4.920232,8.466840,13.546088,0.0000021373
7.52000,5.100991,8.785374,13.581341,5.100992,8.785375,13.581343,0.0000021598
7.52500,5.288730,9.114469,13.632379,5.288730,9.114470,13.632381,0.0000021830
7.53000,5.483621,9.454062,13.700191,5.483622,9.454063,13.700193,0.0000022067
7.53500,5.685825,9.804019,13.785825,5.685825,9.804020,13.785827,0.0000022308
7.54000,5.895485,10.164130,13.890386,5.895486,10.164131,13.890388,0.0000022554
7.54500,6.112727,10.534091,14.015035,6.112728,10.534092,14.015037,0.0000022801
7.55000,6.337651,10.913498,14.160985,6.337652,10.913499,14.160987,0.0000023050
7.55500,6.570331,11.301831,14.329496,6.570332,11.301831,14.329498,0.0000023298
7.56000,6.810809,11.698438,14.521874,6.810810,11.698438,14.521876,0.0000023543
7.56500,7.059089,12.102525,14.739456,7.059090,12.102526,14.739458,0.0000023785
7.57000,7.315132,12.513140,14.983607,7.315133,12.513141,14.983610,0.0000024022
7.57500,7.578852,12.929154,15.255706,7.578853,12.929154,15.255708,0.0000024250
7.58000,7.850105,13.349247,15.557127,7.850106,13.349247,15.557129,0.0000024469
7.58500,8.128687,13.771896,15.889226,8.128687,13.771896,15.889228,0.0000024676
7.59000,8.414322,14.195355,16.253317,8.414323,14.195356,16.253319,0.0000024869
7.59500,8.706659,14.617646,16.650649,8.706660,14.617646,16.650651,0.0000025045
7.60000,9.005260,15.036545,17.082373,9.005261,15.036545,17.082376,0.0000025203
7.60500,9.309594,15.449572,17.549515,9.309595,15.449572,17.549518,0.0000025340
7.61000,9.619029,15.853990,18.052934,9.619030,15.853990,18.052936,0.0000025453
7.61500,9.932824,16.246801,18.593283,9.932825,16.246801,18.593286,0.0000025541
7.62000,10.250121,16.624748,19.170968,10.250121,16.624748,19.170970,0.0000025601
7.62500,10.569939,16.984334,19.786096,10.569939,16.984334,19.786098,0.0000025632
7.63000,10.891169,17.321833,20.438430,10.891169,17.321832,20.438433,0.0000025633
7.63500,11.212569,17.633322,21.127339,11.212569,17.633321,21.127342,0.0000025602
7.64000,11.532763,17.914718,21.851745,11.532763,17.914718,21.851747,0.0000025538
7.64500,11.850238,18.161827,22.610078,11.850238,18.161826,22.610081,0.0000025443
7.65000,12.163352,18.370400,23.400234,12.163352,18.370400,23.400237,0.0000025315
7.65500,12.470332,18.536209,24.219538,12.470332,18.536208,24.219540,0.0000025157
7.66000,12.769291,18.655123,25.064713,12.769291,18.655122,25.064716,0.0000024970
7.66500,13.058235,18.723201,25.931873,13.058235,18.723200,25.931875,0.0000024757
7.67000,13.335081,18.736794,26.816514,13.335081,18.736792,26.816516,0.0000024522
7.67500,13.597681,18.692644,27.713535,13.597681,18.692642,27.713537,0.0000024268
7.68000,13.843842,18.587996,28.617275,13.843842,18.587995,28.617277,0.0000024000
7.68500,14.071362,18.420705,29.521567,14.071362,18.420704,29.521569,0.0000023724
7.69000,14.278055,18.189332,30.419817,14.278055,18.189330,30.419819,0.0000023444
7.69500,14.461793,17.893237,31.305104,14.461792,17.893235,31.305105,0.0000023165
7.70000,14.620540,17.532652,32.170299,14.620540,17.532650,32.170300,0.0000022894
7.70500,14.752396,17.108735,33.008199,14.752395,17.108733,33.008200,0.0000022634
7.71000,14.855630,16.623601,33.811681,14.855630,16.623599,33.811682,0.0000022389
7.71500,14.928726,16.080319,34.573852,14.928725,16.080317,34.573852,0.0000022162
7.72000,14.970410,15.482888,35.288211,14.970409,15.482886,35.288212,0.0000021954
7.72500,14.979692,14.836174,35.948804,14.979691,14.836172,35.948804,0.0000021765
7.73000,14.955882,14.145821,36.550360,14.955881,14.145819,36.550360,0.0000021594
7.73500,14.898621,13.418133,37.088418,14.898620,13.418131,37.088418,0.0000021438
7.74000,14.807883,12.659938,37.559427,14.807882,12.659937,37.559426,0.0000021294
7.74500,14.683990,11.878427,37.960812,14.683989,11.878426,37.960812,0.0000021158
7.75000,14.527603,11.080989,38.291018,14.527602,11.080987,38.291017,0.0000021025
7.75500,14.339712,10.275040,38.549512,14.339711,10.275038,38.549511,0.0000020890
7.76000,14.121619,9.467856,38.736758,14.121618,9.467855,38.736757,0.0000020750
7.76500,13.874910,8.666421,38.854164,13.874908,8.666420,38.854163,0.0000020600
7.77000,13.601422,7.877286,38.903994,13.601421,7.877285,38.903992,0.0000020436
7.77500,13.303214,7.106449,38.889268,13.303213,7.106448,38.889267,0.0000020257
7.78000,12.982516,6.359271,38.813645,12.982515,6.359270,38.813644,0.0000020060
7.78500,12.641697,5.640401,38.681292,12.641696,5.640401,38.681290,0.0000019845
7.79000,12.283218,4.953746,38.496751,12.283217,4.953745,38.496750,0.0000019613
