renorm_step,running_lambda
1865,0.874181
1866,0.874472
1867,0.874464
1868,0.873496
1869,0.871849
1870,0.870828
1871,0.869336
1872,0.867396
1873,0.866428
1874,0.866626
1875,0.867651
1876,0.869401
1877,0.871818
1878,0.874790
1879,0.878203
1880,0.881964
1881,0.886002
1882,0.890252
1883,0.894641
1884,0.899050
1885,0.903238
1886,0.906684
1887,0.908449
1888,0.907832
1889,0.905732
1890,0.902598
1891,0.898414
1892,0.894044
1893,0.890385
1894,0.887613
1895,0.885345
1896,0.883472
1897,0.882817
1898,0.884346
1899,0.886778
1900,0.888163
1901,0.887757
1902,0.886381
1903,0.885247
1904,0.884065
1905,0.882532
1906,0.880903
1907,0.879424
1908,0.878133
1909,0.876942
1910,0.875697
1911,0.874210
1912,0.872525
1913,0.871859
1914,0.873066
1915,0.873664
1916,0.872698
1917,0.871517
1918,0.870838
1919,0.870489
1920,0.870573
1921,0.871297
1922,0.872690
1923,0.874635
1924,0.876953
1925,0.879417
1926,0.881703
1927,0.883308
1928,0.883581
1929,0.882368
1930,0.880844
1931,0.879169
1932,0.876690
1933,0.874074
1934,0.872305
1935,0.871765
1936,0.872452
1937,0.874275
1938,0.876990
1939,0.880290
1940,0.883935
1941,0.887740
1942,0.891494
1943,0.894840
1944,0.897127
1945,0.897523
1946,0.896132
1947,0.894089
1948,0.891204
1949,0.887619
1950,0.884230
1951,0.881641
1952,0.879762
1953,0.878282
1954,0.877028
1955,0.875912
1956,0.874793
1957,0.873412
1958,0.871755
1959,0.871232
1960,0.872087
1961,0.871746
1962,0.870533
1963,0.869699
1964,0.869362
1965,0.869588
1966,0.870576
1967,0.872355
1968,0.874794
1969,0.877740
1970,0.881073
1971,0.884704
1972,0.888552
1973,0.892518
1974,0.896440
1975,0.899987
1976,0.902509
1977,0.903103
1978,0.901755
1979,0.899546
1980,0.896361
1981,0.892472
1982,0.888823
1983,0.886026
1984,0.883925
1985,0.882092
1986,0.880281
1987,0.878662
1988,0.878370
1989,0.880239
1990,0.882281
1991,0.882649
1992,0.881534
1993,0.880289
1994,0.879113
1995,0.877767
1996,0.876542
1997,0.875818
1998,0.875790
1999,0.876484
2000,0.877809
2001,0.879571
2002,0.881469
2003,0.883058
2004,0.883720
2005,0.882956
2006,0.881442
2007,0.880029
2008,0.877932
2009,0.875433
2010,0.873660
2011,0.873143
2012,0.873777
2013,0.875400
2014,0.877828
2015,0.880838
2016,0.884240
2017,0.887899
2018,0.891695
2019,0.895464
2020,0.898898
2021,0.901400
2022,0.902117
2023,0.900923
2024,0.898910
2025,0.896041
2026,0.892421
2027,0.888919
2028,0.886189
2029,0.884165
2030,0.882464
2031,0.880813
2032,0.879095
2033,0.877600
2034,0.877676
2035,0.879711
2036,0.881216
2037,0.880866
2038,0.879601
2039,0.878425
2040,0.877199
2041,0.876044
2042,0.875408
2043,0.875600
2044,0.876665
2045,0.878475
2046,0.880836
2047,0.883535
2048,0.886329
2049,0.888867
2050,0.890590
2051,0.890796
2052,0.889515
2053,0.887876
2054,0.885694
2055,0.882815
2056,0.880123
2057,0.878368
2058,0.877651
2059,0.877902
2060,0.879140
2061,0.881278
2062,0.884086
2063,0.887326
2064,0.890803
2065,0.894318
2066,0.897561
2067,0.899962
2068,0.900689
2069,0.899558
2070,0.897625
2071,0.894882
2072,0.891394
2073,0.888053
2074,0.885556
2075,0.883846
2076,0.882561
2077,0.881472
2078,0.880434
2079,0.879251
2080,0.877741
2081,0.876504
2082,0.876991
2083,0.877547
2084,0.876711
2085,0.875621
2086,0.875041
2087,0.874888
2088,0.875264
2089,0.876324
2090,0.878053
2091,0.880321
2092,0.882984
2093,0.885899
2094,0.888891
2095,0.891690
2096,0.893823
2097,0.894597
2098,0.893696
2099,0.892106
2100,0.890129
2101,0.887371
2102,0.884471
2103,0.882253
2104,0.880964
2105,0.880533
2106,0.881009
2107,0.882449
2108,0.884717
2109,0.887546
2110,0.890669
2111,0.893813
2112,0.896585
2113,0.898334
2114,0.898323
2115,0.896868
2116,0.894896
2117,0.892088
2118,0.888798
2119,0.885982
2120,0.884120
2121,0.883030
2122,0.882491
2123,0.882466
2124,0.882924
2125,0.883689
2126,0.884373
2127,0.884397
2128,0.883340
2129,0.881980
2130,0.880925
2131,0.879180
2132,0.877316
2133,0.876461
2134,0.876721
2135,0.877813
2136,0.879600
2137,0.881967
2138,0.884785
2139,0.887937
2140,0.891332
2141,0.894880
2142,0.898452
2143,0.901811
2144,0.904480
2145,0.905676
2146,0.904945
2147,0.903187
2148,0.900714
2149,0.897401
2150,0.893973
2151,0.891186
2152,0.889148
2153,0.887512
2154,0.885975
2155,0.884380
2156,0.882829
2157,0.882312
2158,0.883861
2159,0.885570
2160,0.885629
2161,0.884511
2162,0.883396
2163,0.882310
2164,0.881235
2165,0.880550
2166,0.880586
2167,0.881430
2168,0.882987
2169,0.885086
2170,0.887529
2171,0.890085
2172,0.892435
2173,0.894068
2174,0.894331
2175,0.893174
2176,0.891664
2177,0.889716
2178,0.887080
2179,0.884551
2180,0.882888
2181,0.882232
2182,0.882526
2183,0.883773
2184,0.885871
2185,0.888599
2186,0.891745
2187,0.895154
2188,0.898701
2189,0.902223
2190,0.905422
2191,0.907708
2192,0.908258
2193,0.907042
2194,0.905027
2195,0.902116
2196,0.898572
2197,0.895264
2198,0.892754
2199,0.890889
2200,0.889264
2201,0.887643
2202,0.886148
2203,0.885767
2204,0.887335
2205,0.889089
2206,0.889343
2207,0.888314
2208,0.887222
2209,0.886229
2210,0.885123
2211,0.884154
2212,0.883640
2213,0.883731
2214,0.884428
2215,0.885633
2216,0.887157
2217,0.888706
2218,0.889847
2219,0.890015
2220,0.888973
2221,0.887670
2222,0.886379
2223,0.884387
2224,0.882293
2225,0.881071
2226,0.880990
2227,0.881902
2228,0.883644
2229,0.886024
2230,0.888842
2231,0.891936
2232,0.895170
2233,0.898373
2234,0.901250
2235,0.903255
2236,0.903671
2237,0.902514
2238,0.900791
2239,0.898381
2240,0.895331
2241,0.892408
2242,0.890182
2243,0.888615
2244,0.887471
2245,0.886651
2246,0.886159
2247,0.885954
2248,0.885824
2249,0.885344
2250,0.884144
2251,0.882983
2252,0.882517
2253,0.881374
2254,0.880060
2255,0.879579
2256,0.879886
2257,0.880809
2258,0.882330
2259,0.884396
2260,0.886910
2261,0.889780
2262,0.892934
2263,0.896321
2264,0.899896
2265,0.903622
2266,0.907449
2267,0.911301
2268,0.915013
2269,0.918210
2270,0.920142
2271,0.920032
2272,0.918376
2273,0.915753
2274,0.912142
2275,0.908208
2276,0.904742
2277,0.902059
2278,0.899986
2279,0.898668
2280,0.898937
2281,0.900670
2282,0.902341
2283,0.902848
2284,0.902055
2285,0.900935
2286,0.900179
2287,0.899285
2288,0.898046
2289,0.896645
2290,0.895212
2291,0.893743
2292,0.892271
2293,0.891273
2294,0.891814
2295,0.893636
2296,0.894995
2297,0.894924
2298,0.893845
2299,0.892887
2300,0.892066
2301,0.891028
2302,0.889898
2303,0.888887
2304,0.888058
2305,0.887359
2306,0.886667
2307,0.885791
2308,0.884546
2309,0.883327
2310,0.883426
2311,0.883887
2312,0.883206
2313,0.882134
2314,0.881615
2315,0.881602
2316,0.881998
2317,0.882861
2318,0.884184
2319,0.885869
2320,0.887765
2321,0.889670
2322,0.891276
2323,0.892125
2324,0.891763
2325,0.890520
2326,0.889389
2327,0.887903
2328,0.885824
2329,0.883909
2330,0.882855
2331,0.882862
2332,0.883896
2333,0.885789
2334,0.888262
2335,0.891051
2336,0.893939
2337,0.896682
2338,0.898889
2339,0.899959
2340,0.899456
2341,0.898078
2342,0.896416
2343,0.894062
2344,0.891373
2345,0.889064
2346,0.887448
2347,0.886474
2348,0.886165
2349,0.886688
2350,0.888113
2351,0.890269
2352,0.892866
2353,0.895609
2354,0.898150
2355,0.899945
2356,0.900288
2357,0.899156
2358,0.897481
2359,0.895119
2360,0.892187
2361,0.889556
2362,0.887810
2363,0.886849
2364,0.886441
2365,0.886520
2366,0.887054
2367,0.887890
2368,0.888701
2369,0.888990
2370,0.888288
2371,0.887011
2372,0.886031
2373,0.884568
2374,0.882733
2375,0.881602
2376,0.881543
2377,0.882328
2378,0.883795
2379,0.885825
2380,0.888289
2381,0.891068
2382,0.894066
2383,0.897189
2384,0.900301
2385,0.903148
2386,0.905241
2387,0.905873
2388,0.904903
2389,0.903257
2390,0.900939
2391,0.897968
2392,0.895063
2393,0.892808
2394,0.891181
2395,0.889888
2396,0.888726
2397,0.887567
2398,0.886277
2399,0.884883
2400,0.884365
2401,0.885517
2402,0.886178
2403,0.885466
2404,0.884482
2405,0.883744
2406,0.883215
2407,0.883124
2408,0.883713
2409,0.884999
2410,0.886856
2411,0.889139
2412,0.891720
2413,0.894482
2414,0.897274
2415,0.899841
2416,0.901726
2417,0.902276
2418,0.901339
2419,0.899837
2420,0.897806
2421,0.895124
2422,0.892482
2423,0.890511
2424,0.889274
2425,0.888607
2426,0.888497
2427,0.889008
2428,0.890097
2429,0.891537
2430,0.892946
2431,0.893778
2432,0.893461
2433,0.892214
2434,0.890932
2435,0.889140
2436,0.886953
2437,0.885384
2438,0.884901
2439,0.885320
2440,0.886475
2441,0.888268
2442,0.890565
2443,0.893233
2444,0.896169
2445,0.899292
2446,0.902517
2447,0.905717
2448,0.908635
2449,0.910755
2450,0.911334
2451,0.910291
2452,0.908498
2453,0.905903
2454,0.902711
2455,0.899688
2456,0.897352
2457,0.895596
2458,0.894064
2459,0.892579
2460,0.891416
2461,0.891627
2462,0.893360
2463,0.894820
2464,0.894858
2465,0.893867
2466,0.892896
2467,0.891946
2468,0.890835
2469,0.889802
2470,0.889121
2471,0.888918
2472,0.889210
2473,0.889938
2474,0.890952
2475,0.891982
2476,0.892617
2477,0.892366
2478,0.891233
2479,0.890199
2480,0.889050
2481,0.887288
2482,0.885723
2483,0.885116
2484,0.885475
2485,0.886604
2486,0.888357
2487,0.890580
2488,0.893124
2489,0.895865
2490,0.898671
2491,0.901346
2492,0.903534
2493,0.904648
2494,0.904228
2495,0.902897
2496,0.901200
2497,0.898812
2498,0.896139
2499,0.893880
2500,0.892300
2501,0.891271
2502,0.890706
2503,0.890677
2504,0.891252
2505,0.892344
2506,0.893665
2507,0.894757
2508,0.895016
2509,0.894117
2510,0.892851
2511,0.891424
2512,0.889383
2513,0.887525
2514,0.886672
2515,0.886787
2516,0.887631
2517,0.889101
2518,0.891094
2519,0.893488
2520,0.896168
2521,0.899038
2522,0.901990
2523,0.904854
2524,0.907302
2525,0.908742
2526,0.908582
2527,0.907263
2528,0.905422
2529,0.902825
2530,0.899904
2531,0.897398
2532,0.895596
2533,0.894271
2534,0.893152
2535,0.892076
2536,0.890912
2537,0.889589
2538,0.888657
2539,0.889340
2540,0.890333
2541,0.890015
2542,0.889053
2543,0.888307
2544,0.887763
2545,0.887510
2546,0.887798
2547,0.888726
2548,0.890221
2549,0.892150
2550,0.894380
2551,0.896775
2552,0.899158
2553,0.901236
2554,0.902524
2555,0.902478
2556,0.901336
2557,0.899945
2558,0.898004
2559,0.895587
2560,0.893421
2561,0.891995
2562,0.891321
2563,0.891367
2564,0.892193
2565,0.893763
2566,0.895895
2567,0.898369
2568,0.900974
2569,0.903457
2570,0.905404
2571,0.906185
2572,0.905476
2573,0.904055
2574,0.902131
2575,0.899542
2576,0.896935
2577,0.894989
2578,0.893790
2579,0.893118
2580,0.892877
2581,0.893064
2582,0.893609
2583,0.894287
2584,0.894698
2585,0.894347
2586,0.893215
2587,0.892258
2588,0.891165
2589,0.889525
2590,0.888265
2591,0.887980
2592,0.888506
2593,0.889662
2594,0.891355
2595,0.893482
2596,0.895937
2597,0.898637
2598,0.901512
2599,0.904484
2600,0.907433
2601,0.910119
2602,0.912071
2603,0.912613
2604,0.911661
2605,0.910053
2606,0.907749
2607,0.904869
2608,0.902107
2609,0.899963
2610,0.898366
2611,0.897002
2612,0.895659
2613,0.894317
2614,0.893488
2615,0.894279
2616,0.895995
2617,0.896767
2618,0.896173
2619,0.895172
2620,0.894265
2621,0.893263
2622,0.892324
2623,0.891780
2624,0.891833
2625,0.892516
2626,0.893746
2627,0.895378
2628,0.897220
2629,0.899018
2630,0.900395
2631,0.900831
2632,0.900070
2633,0.898872
2634,0.897523
2635,0.895569
2636,0.893506
2637,0.892093
2638,0.891583
2639,0.891915
2640,0.893038
2641,0.894843
2642,0.897147
2643,0.899794
2644,0.902681
2645,0.905749
2646,0.908964
2647,0.912300
2648,0.915737
2649,0.919260
2650,0.922853
2651,0.926497
2652,0.930160
2653,0.933769
2654,0.937131
2655,0.939773
2656,0.940846
2657,0.939993
2658,0.937906
2659,0.934714
2660,0.930837
2661,0.926933
2662,0.923556
2663,0.921047
2664,0.919892
2665,0.920422
2666,0.921626
2667,0.922342
2668,0.922095
2669,0.921128
2670,0.920367
2671,0.920093
2672,0.919677
2673,0.918857
2674,0.917720
2675,0.916443
2676,0.915410
2677,0.915352
2678,0.916414
2679,0.917627
2680,0.918125
2681,0.917630
2682,0.916624
2683,0.916025
2684,0.915717
2685,0.915127
2686,0.914168
2687,0.912965
2688,0.911694
2689,0.910784
2690,0.910971
2691,0.912190
2692,0.913370
2693,0.913712
2694,0.913062
2695,0.912089
2696,0.911580
2697,0.911180
2698,0.910449
2699,0.909406
2700,0.908178
2701,0.906916
2702,0.906043
2703,0.906309
2704,0.907602
2705,0.908791
2706,0.909072
2707,0.908358
2708,0.907422
2709,0.906924
2710,0.906427
2711,0.905609
2712,0.904540
2713,0.903330
2714,0.902067
2715,0.901074
2716,0.901125
2717,0.902367
2718,0.903654
2719,0.904034
2720,0.903368
2721,0.902433
2722,0.901886
2723,0.901333
2724,0.900504
2725,0.899489
2726,0.898378
2727,0.897179
2728,0.895969
2729,0.895269
2730,0.895910
2731,0.897309
2732,0.898077
2733,0.897691
2734,0.896742
2735,0.896085
2736,0.895556
2737,0.894860
2738,0.894071
2739,0.893295
2740,0.892529
2741,0.891684
2742,0.890648
2743,0.889486
2744,0.888993
2745,0.889779
2746,0.890353
2747,0.889833
2748,0.888931
2749,0.888424
2750,0.888202
2751,0.888131
2752,0.888284
2753,0.888704
2754,0.889345
2755,0.890083
2756,0.890721
2757,0.890968
2758,0.890506
2759,0.889462
2760,0.888762
2761,0.888164
2762,0.886950
2763,0.885639
2764,0.885022
2765,0.885286
2766,0.886244
2767,0.887685
2768,0.889411
2769,0.891230
2770,0.892928
2771,0.894206
2772,0.894661
2773,0.894056
2774,0.893009
2775,0.892089
2776,0.890731
2777,0.888977
2778,0.887428
2779,0.886558
2780,0.886569
2781,0.887512
2782,0.889211
2783,0.891353
2784,0.893649
2785,0.895841
2786,0.897595
2787,0.898432
2788,0.898012
2789,0.896905
2790,0.895673
2791,0.893918
2792,0.891823
2793,0.889955
2794,0.888633
2795,0.887911
2796,0.887902
2797,0.888774
2798,0.890485
2799,0.892788
2800,0.895449
2801,0.898329
2802,0.901358
2803,0.904493
2804,0.907693
2805,0.910893
2806,0.913946
2807,0.916510
2808,0.917921
2809,0.917612
2810,0.916119
2811,0.913768
2812,0.910646
2813,0.907351
2814,0.904485
2815,0.902269
2816,0.900664
2817,0.900056
2818,0.900895
2819,0.902352
2820,0.903285
2821,0.903171
2822,0.902281
2823,0.901530
2824,0.901017
2825,0.900263
2826,0.899229
2827,0.898060
2828,0.896835
2829,0.895638
2830,0.894867
2831,0.895291
2832,0.896725
2833,0.897948
2834,0.898152
2835,0.897389
2836,0.896539
2837,0.895953
2838,0.895203
2839,0.894218
2840,0.893151
2841,0.892073
2842,0.890954
2843,0.889774
2844,0.888823
2845,0.888996
2846,0.890332
2847,0.891347
2848,0.891196
2849,0.890314
2850,0.889588
2851,0.888981
2852,0.888271
2853,0.887579
2854,0.887063
2855,0.886768
2856,0.886657
2857,0.886629
2858,0.886497
2859,0.885995
2860,0.885000
2861,0.884225
2862,0.884120
2863,0.883508
2864,0.882439
2865,0.881821
2866,0.881902
2867,0.882497
2868,0.883510
2869,0.884870
2870,0.886476
2871,0.888198
2872,0.889866
2873,0.891215
2874,0.891858
2875,0.891464
2876,0.890441
2877,0.889503
2878,0.888191
2879,0.886449
2880,0.884886
2881,0.883996
2882,0.883943
2883,0.884749
2884,0.886294
2885,0.888335
2886,0.890635
2887,0.893005
2888,0.895232
2889,0.896980
2890,0.897746
2891,0.897231
2892,0.896088
2893,0.894675
2894,0.892690
2895,0.890496
2896,0.888649
2897,0.887354
2898,0.886543
2899,0.886231
2900,0.886555
2901,0.887590
2902,0.889211
2903,0.891176
2904,0.893204
2905,0.894940
2906,0.895857
2907,0.895505
2908,0.894345
2909,0.892857
2910,0.890757
2911,0.888499
2912,0.886813
2913,0.885914
2914,0.885619
2915,0.885829
2916,0.886523
2917,0.887618
2918,0.888926
2919,0.890155
2920,0.890891
2921,0.890687
2922,0.889687
2923,0.888678
2924,0.887324
2925,0.885545
2926,0.884099
2927,0.883500
2928,0.883711
2929,0.884610
2930,0.886097
2931,0.888039
2932,0.890305
2933,0.892803
2934,0.895475
2935,0.898278
2936,0.901168
2937,0.904079
2938,0.906879
2939,0.909267
2940,0.910669
2941,0.910519
2942,0.909244
2943,0.907272
2944,0.904566
2945,0.901630
2946,0.899074
2947,0.897108
2948,0.895553
2949,0.894420
2950,0.894327
2951,0.895549
2952,0.897016
2953,0.897685
2954,0.897259
2955,0.896364
2956,0.895697
2957,0.894970
2958,0.893985
2959,0.892894
2960,0.891823
2961,0.890771
2962,0.889674
2963,0.888547
2964,0.887838
2965,0.888450
2966,0.889838
2967,0.890493
2968,0.890005
2969,0.889146
2970,0.888480
2971,0.887788
2972,0.887061
2973,0.886503
2974,0.886258
2975,0.886353
2976,0.886746
2977,0.887325
2978,0.887890
2979,0.888130
2980,0.887696
2981,0.886710
2982,0.886020
2983,0.885256
2984,0.883962
2985,0.882846
2986,0.882515
2987,0.882937
2988,0.883937
2989,0.885390
2990,0.887167
2991,0.889141
2992,0.891181
2993,0.893107
2994,0.894627
2995,0.895297
2996,0.894824
2997,0.893780
2998,0.892614
2999,0.890939
3000,0.888998
3001,0.887368
3002,0.886350
3003,0.885986
3004,0.886353
3005,0.887499
3006,0.889292
3007,0.891521
3008,0.894023
3009,0.896710
3010,0.899534
3011,0.902466
3012,0.905490
3013,0.908589
3014,0.911750
3015,0.914956
3016,0.918175
3017,0.921339
3018,0.924263
3019,0.926503
3020,0.927304
3021,0.926445
3022,0.924539
3023,0.921674
3024,0.918253
3025,0.914856
3026,0.911955
3027,0.909838
3028,0.908948
3029,0.909512
3030,0.910579
3031,0.911165
3032,0.910894
3033,0.910030
3034,0.909400
3035,0.909167
3036,0.908773
3037,0.908024
3038,0.907009
3039,0.905887
3040,0.905015
3041,0.905040
3042,0.906022
3043,0.907079
3044,0.907473
3045,0.906994
3046,0.906115
3047,0.905619
3048,0.905340
3049,0.904793
3050,0.903928
3051,0.902861
3052,0.901747
3053,0.900982
3054,0.901211
3055,0.902317
3056,0.903343
3057,0.903606
3058,0.903003
3059,0.902160
3060,0.901730
3061,0.901361
3062,0.900695
3063,0.899764
3064,0.898678
3065,0.897572
3066,0.896826
3067,0.897104
3068,0.898267
3069,0.899306
3070,0.899528
3071,0.898881
3072,0.898068
3073,0.897636
3074,0.897183
3075,0.896447
3076,0.895500
3077,0.894434
3078,0.893324
3079,0.892449
3080,0.892495
3081,0.893599
3082,0.894740
3083,0.895071
3084,0.894479
3085,0.893660
3086,0.893178
3087,0.892681
3088,0.891945
3089,0.891055
3090,0.890089
3091,0.889046
3092,0.887974
3093,0.887292
3094,0.887769
3095,0.888997
3096,0.889711
3097,0.889401
3098,0.888569
3099,0.887983
3100,0.887519
3101,0.886924
3102,0.886261
3103,0.885629
3104,0.885028
3105,0.884383
3106,0.883577
3107,0.882568
3108,0.881836
3109,0.882228
3110,0.882791
3111,0.882440
3112,0.881631
3113,0.881148
3114,0.880999
3115,0.881035
3116,0.881291
3117,0.881799
3118,0.882512
3119,0.883324
3120,0.884064
3121,0.884480
3122,0.884267
3123,0.883410
3124,0.882665
3125,0.882120
3126,0.881072
3127,0.879812
3128,0.879053
3129,0.879096
3130,0.879835
3131,0.881079
3132,0.882628
3133,0.884299
3134,0.885902
3135,0.887185
3136,0.887794
3137,0.887444
3138,0.886519
3139,0.885686
3140,0.884540
3141,0.882984
3142,0.881510
3143,0.880562
3144,0.880348
3145,0.880962
3146,0.882322
3147,0.884170
3148,0.886237
3149,0.888299
3150,0.890101
3151,0.891258
3152,0.891340
3153,0.890483
3154,0.889427
3155,0.888008
3156,0.886149
3157,0.884322
3158,0.882917
3159,0.882009
3160,0.881616
3161,0.881881
3162,0.882911
3163,0.884599
3164,0.886724
3165,0.889109
3166,0.891645
3167,0.894248
3168,0.896803
3169,0.899081
3170,0.900622
3171,0.900834
3172,0.899849
3173,0.898253
3174,0.895961
3175,0.893315
3176,0.890926
3177,0.889104
3178,0.887686
3179,0.886447
3180,0.885555
3181,0.885738
3182,0.887035
3183,0.888220
3184,0.888431
3185,0.887745
3186,0.886987
3187,0.886371
3188,0.885596
3189,0.884702
3190,0.883862
3191,0.883151
3192,0.882548
3193,0.881977
3194,0.881322
3195,0.880445
3196,0.879488
3197,0.879377
3198,0.879911
3199,0.879686
3200,0.878911
3201,0.878400
3202,0.878246
3203,0.878361
3204,0.878813
3205,0.879635
3206,0.880779
3207,0.882146
3208,0.883613
3209,0.885003
3210,0.886043
3211,0.886353
3212,0.885745
3213,0.884822
3214,0.883914
3215,0.882544
3216,0.880961
3217,0.879772
3218,0.879301
3219,0.879584
3220,0.880577
3221,0.882138
3222,0.884069
3223,0.886205
3224,0.888414
3225,0.890538
3226,0.892310
3227,0.893289
3228,0.893079
3229,0.892084
3230,0.890810
3231,0.889007
3232,0.886929
3233,0.885110
3234,0.883790
3235,0.882875
3236,0.882273
3237,0.882013
3238,0.882165
3239,0.882710
3240,0.883469
3241,0.884097
3242,0.884132
3243,0.883355
3244,0.882420
3245,0.881385
3246,0.879902
3247,0.878684
3248,0.878284
3249,0.878571
3250,0.879364
3251,0.880595
3252,0.882195
3253,0.884081
3254,0.886179
3255,0.888424
3256,0.890743
3257,0.893021
3258,0.895034
3259,0.896360
3260,0.896487
3261,0.895569
3262,0.894217
3263,0.892284
3264,0.889998
3265,0.887938
3266,0.886415
3267,0.885296
3268,0.884344
3269,0.883411
3270,0.882404
3271,0.881388
3272,0.881087
3273,0.882070
3274,0.882855
3275,0.882542
3276,0.881777
3277,0.881142
3278,0.880569
3279,0.880156
3280,0.880138
3281,0.880631
3282,0.881602
3283,0.882948
3284,0.884554
3285,0.886295
3286,0.888011
3287,0.889446
3288,0.890203
3289,0.889924
3290,0.888979
3291,0.887907
3292,0.886375
3293,0.884563
3294,0.883064
3295,0.882198
3296,0.881958
3297,0.882343
3298,0.883358
3299,0.884901
3300,0.886816
3301,0.888966
3302,0.891253
3303,0.893576
3304,0.895777
3305,0.897545
3306,0.898361
3307,0.897903
3308,0.896738
3309,0.895069
3310,0.892844
3311,0.890563
3312,0.888736
3313,0.887421
3314,0.886367
3315,0.885359
3316,0.884306
3317,0.883394
3318,0.883453
3319,0.884634
3320,0.885444
3321,0.885163
3322,0.884394
3323,0.883744
3324,0.883101
3325,0.882492
3326,0.882144
3327,0.882215
3328,0.882732
3329,0.883636
3330,0.884816
3331,0.886118
3332,0.887327
3333,0.888120
3334,0.888112
3335,0.887314
3336,0.886438
3337,0.885374
3338,0.883863
3339,0.882434
3340,0.881631
3341,0.881562
3342,0.882164
3343,0.883357
3344,0.885004
3345,0.886958
3346,0.889112
3347,0.891387
3348,0.893702
3349,0.895923
3350,0.897788
3351,0.898831
3352,0.898633
3353,0.897600
3354,0.896146
3355,0.894118
3356,0.891878
3357,0.889955
3358,0.888523
3359,0.887397
3360,0.886362
3361,0.885311
3362,0.884340
3363,0.884116
3364,0.885213
3365,0.886419
3366,0.886585
3367,0.885898
3368,0.885146
3369,0.884392
3370,0.883573
3371,0.882920
3372,0.882678
3373,0.882953
3374,0.883725
3375,0.884901
3376,0.886354
3377,0.887929
3378,0.889426
3379,0.890535
3380,0.890836
3381,0.890184
3382,0.889227
3383,0.888062
3384,0.886427
3385,0.884780
3386,0.883665
3387,0.883223
3388,0.883405
3389,0.884198
3390,0.885535
3391,0.887281
3392,0.889301
3393,0.891504
3394,0.893817
3395,0.896163
3396,0.898407
3397,0.900270
3398,0.901255
3399,0.900961
3400,0.899854
3401,0.898236
3402,0.896035
3403,0.893705
3404,0.891767
3405,0.890333
3406,0.889170
3407,0.888075
3408,0.887116
3409,0.886911
3410,0.887946
3411,0.889184
3412,0.889543
3413,0.888970
3414,0.888229
3415,0.887591
3416,0.886836
3417,0.886045
3418,0.885419
3419,0.885077
3420,0.885044
3421,0.885298
3422,0.885758
3423,0.886258
3424,0.886527
3425,0.886235
3426,0.885392
3427,0.884729
3428,0.884055
3429,0.882916
3430,0.881916
3431,0.881605
3432,0.881945
3433,0.882786
3434,0.884035
3435,0.885593
3436,0.887362
3437,0.889248
3438,0.891140
3439,0.892857
3440,0.894082
3441,0.894389
3442,0.893714
3443,0.892726
3444,0.891435
3445,0.889695
3446,0.887940
3447,0.886607
3448,0.885788
3449,0.885447
3450,0.885647
3451,0.886454
3452,0.887799
3453,0.889510
3454,0.891407
3455,0.893307
3456,0.894949
3457,0.895908
3458,0.895762
3459,0.894815
3460,0.893550
3461,0.891755
3462,0.889739
3463,0.888089
3464,0.887037
3465,0.886437
3466,0.886165
3467,0.886197
3468,0.886501
3469,0.886943
3470,0.887262
3471,0.887101
3472,0.886322
3473,0.885573
3474,0.884902
3475,0.883776
3476,0.882752
3477,0.882410
3478,0.882704
3479,0.883478
3480,0.884661
3481,0.886178
3482,0.887949
3483,0.889906
3484,0.891989
3485,0.894126
3486,0.896200
3487,0.897982
3488,0.899060
3489,0.899001
3490,0.898083
3491,0.896815
3492,0.895017
3493,0.892944
3494,0.891122
3495,0.889787
3496,0.888807
3497,0.887997
3498,0.887258
3499,0.886505
3500,0.885637
3501,0.884702
3502,0.884497
3503,0.885243
3504,0.885381
3505,0.884756
3506,0.884154
3507,0.883753
3508,0.883561
3509,0.883742
3510,0.884395
3511,0.885484
3512,0.886914
3513,0.888595
3514,0.890452
3515,0.892407
3516,0.894349
3517,0.896083
3518,0.897255
3519,0.897419
3520,0.896639
3521,0.895544
3522,0.894006
3523,0.892090
3524,0.890314
3525,0.889034
3526,0.888216
3527,0.887740
3528,0.887599
3529,0.887826
3530,0.888377
3531,0.889081
3532,0.889628
3533,0.889618
3534,0.888889
3535,0.888062
3536,0.887167
3537,0.885849
3538,0.884720
3539,0.884316
3540,0.884561
3541,0.885298
3542,0.886457
3543,0.887963
3544,0.889739
3545,0.891719
3546,0.893861
3547,0.896132
3548,0.898509
3549,0.900969
3550,0.903485
3551,0.906008
3552,0.908430
3553,0.910501
3554,0.911717
3555,0.911586
3556,0.910465
3557,0.908673
3558,0.906246
3559,0.903638
3560,0.901344
3561,0.899564
3562,0.898244
3563,0.897628
3564,0.898151
3565,0.899297
3566,0.900116
3567,0.900123
3568,0.899455
3569,0.898826
3570,0.898422
3571,0.897859
3572,0.897070
3573,0.896166
3574,0.895211
3575,0.894251
3576,0.893531
3577,0.893661
3578,0.894716
3579,0.895756
3580,0.896040
3581,0.895505
3582,0.894805
3583,0.894335
3584,0.893779
3585,0.893037
3586,0.892225
3587,0.891411
3588,0.890572
3589,0.889663
3590,0.888788
3591,0.888542
3592,0.889386
3593,0.890304
3594,0.890361
3595,0.889712
3596,0.889102
3597,0.888655
3598,0.888170
3599,0.887707
3600,0.887396
3601,0.887286
3602,0.887356
3603,0.887526
3604,0.887655
3605,0.887522
3606,0.886921
3607,0.886122
3608,0.885812
3609,0.885386
3610,0.884483
3611,0.883751
3612,0.883630
