t,x,y,z
18.90500,-7.046066,-10.010087,20.048065
18.91000,-7.196294,-10.240971,20.140678
18.91500,-7.350488,-10.473079,20.248085
18.92000,-7.508501,-10.705846,20.370679
18.92500,-7.670163,-10.938650,20.508836
18.93000,-7.835281,-11.170806,20.662900
18.93500,-8.003638,-11.401565,20.833188
18.94000,-8.174987,-11.630114,21.019973
18.94500,-8.349054,-11.855576,21.223482
18.95000,-8.525532,-12.077008,21.443889
18.95500,-8.704083,-12.293403,21.681299
18.96000,-8.884334,-12.503693,21.935747
18.96500,-9.065877,-12.706750,22.207184
18.97000,-9.248267,-12.901393,22.495470
18.97500,-9.431023,-13.086392,22.800361
18.98000,-9.613625,-13.260479,23.121504
18.98500,-9.795516,-13.422350,23.458421
18.99000,-9.976104,-13.570683,23.810510
18.99500,-10.154759,-13.704147,24.177029
19.00000,-10.330816,-13.821415,24.557093
19.00500,-10.503582,-13.921183,24.949669
19.01000,-10.672330,-14.002183,25.353571
19.01500,-10.836313,-14.063205,25.767461
19.02000,-10.994760,-14.103112,26.189849
19.02500,-11.146884,-14.120867,26.619098
19.03000,-11.291892,-14.115545,27.053428
19.03500,-11.428984,-14.086360,27.490928
19.04000,-11.557366,-14.032681,27.929569
19.04500,-11.676258,-13.954052,28.367222
19.05000,-11.784896,-13.850208,28.801672
19.05500,-11.882550,-13.721089,29.230644
19.06000,-11.968526,-13.566855,29.651830
19.06500,-12.042176,-13.387887,30.062909
19.07000,-12.102910,-13.184800,30.461585
19.07500,-12.150201,-12.958435,30.845606
19.08000,-12.183595,-12.709861,31.212804
19.08500,-12.202717,-12.440365,31.561117
19.09000,-12.207278,-12.151434,31.888621
19.09500,-12.197082,-11.844743,32.193556
19.10000,-12.172027,-11.522133,32.474348
19.10500,-12.132108,-11.185584,32.729631
19.11000,-12.077423,-10.837187,32.958262
19.11500,-12.008166,-10.479117,33.159334
19.12000,-11.924632,-10.113602,33.332182
19.12500,-11.827208,-9.742888,33.476387
19.13000,-11.716374,-9.369210,33.591771
19.13500,-11.592693,-8.994765,33.678396
19.14000,-11.456808,-8.621678,33.736548
19.14500,-11.309429,-8.251982,33.766724
19.15000,-11.151330,-7.887592,33.769615
19.15500,-10.983338,-7.530286,33.746087
19.16000,-10.806321,-7.181693,33.697158
19.16500,-10.621180,-6.843276,33.623975
19.17000,-10.428842,-6.516330,33.527788
19.17500,-10.230244,-6.201972,33.409934
19.18000,-10.026329,-5.901146,33.271806
19.18500,-9.818037,-5.614620,33.114836
19.19000,-9.606293,-5.342996,32.940474
19.19500,-9.392005,-5.086715,32.750169
19.20000,-9.176053,-4.846066,32.545354
19.20500,-8.959283,-4.621198,32.327431
19.21000,-8.742508,-4.412134,32.097760
19.21500,-8.526495,-4.218781,31.857648
19.22000,-8.311970,-4.040944,31.608342
19.22500,-8.099610,-3.878339,31.351023
19.23000,-7.890044,-3.730610,31.086804
19.23500,-7.683851,-3.597333,30.816723
19.24000,-7.481561,-3.478039,30.541749
19.24500,-7.283651,-3.372215,30.262775
19.25000,-7.090552,-3.279320,29.980625
19.25500,-6.902647,-3.198795,29.696054
19.26000,-6.720272,-3.130068,29.409750
19.26500,-6.543717,-3.072564,29.122341
19.27000,-6.373233,-3.025710,28.834394
19.27500,-6.209028,-2.988943,28.546422
19.28000,-6.051275,-2.961712,28.258887
19.28500,-5.900112,-2.943485,27.972204
19.29000,-5.755643,-2.933750,27.686748
19.29500,-5.617943,-2.932019,27.402853
19.30000,-5.487062,-2.937828,27.120819
19.30500,-5.363024,-2.950741,26.840916
19.31000,-5.245831,-2.970351,26.563387
19.31500,-5.135468,-2.996278,26.288448
19.32000,-5.031899,-3.028172,26.016297
19.32500,-4.935077,-3.065712,25.747111
19.33000,-4.844940,-3.108604,25.481054
19.33500,-4.761417,-3.156584,25.218274
19.34000,-4.684429,-3.209413,24.958909
19.34500,-4.613886,-3.266881,24.703087
19.35000,-4.549696,-3.328802,24.450929
19.35500,-4.491764,-3.395015,24.202550
19.36000,-4.439988,-3.465383,23.958060
19.36500,-4.394269,-3.539788,23.717567
19.37000,-4.354507,-3.618138,23.481175
19.37500,-4.320600,-3.700358,23.248989
19.38000,-4.292450,-3.786391,23.021114
19.38500,-4.269962,-3.876200,22.797657
19.39000,-4.253044,-3.969763,22.578726
19.39500,-4.241605,-4.067072,22.364431
19.40000,-4.235563,-4.168135,22.154889
19.40500,-4.234837,-4.272973,21.950219
19.41000,-4.239352,-4.381616,21.750546
19.41500,-4.249041,-4.494109,21.556001
19.42000,-4.263839,-4.610502,21.366723
19.42500,-4.283689,-4.730857,21.182856
19.43000,-4.308540,-4.855243,21.004555
19.43500,-4.338345,-4.983732,20.831980
19.44000,-4.373066,-5.116406,20.665306
19.44500,-4.412669,-5.253348,20.504712
19.45000,-4.457126,-5.394644,20.350392
19.45500,-4.506414,-5.540384,20.202551
19.46000,-4.560518,-5.690655,20.061404
19.46500,-4.619425,-5.845547,19.927182
19.47000,-4.683129,-6.005146,19.800127
19.47500,-4.751627,-6.169533,19.680496
19.48000,-4.824921,-6.338787,19.568560
19.48500,-4.903016,-6.512978,19.464607
19.49000,-4.985920,-6.692168,19.368940
19.49500,-5.073644,-6.876409,19.281877
19.50000,-5.166201,-7.065741,19.203756
19.50500,-5.263603,-7.260189,19.134928
19.51000,-5.365864,-7.459761,19.075765
19.51500,-5.472997,-7.664447,19.026654
19.52000,-5.585012,-7.874213,18.988000
19.52500,-5.701919,-8.089003,18.960227
19.53000,-5.823721,-8.308730,18.943772
19.53500,-5.950419,-8.533281,18.939091
19.54000,-6.082004,-8.762504,18.946654
19.54500,-6.218462,-8.996211,18.966946
19.55000,-6.359769,-9.234175,19.000463
19.55500,-6.505889,-9.476120,19.047710
19.56000,-6.656774,-9.721723,19.109202
19.56500,-6.812360,-9.970608,19.185457
19.57000,-6.972569,-10.222341,19.276996
19.57500,-7.137301,-10.476427,19.384335
19.58000,-7.306438,-10.732305,19.507983
19.58500,-7.479836,-10.989346,19.648434
19.59000,-7.657328,-11.246848,19.806164
19.59500,-7.838718,-11.504034,19.981622
19.60000,-8.023779,-11.760047,20.175221
19.60500,-8.212253,-12.013951,20.387331
19.61000,-8.403845,-12.264726,20.618271
19.61500,-8.598224,-12.511272,20.868292
19.62000,-8.795019,-12.752406,21.137576
19.62500,-8.993818,-12.986866,21.426216
19.63000,-9.194165,-13.213313,21.734206
19.63500,-9.395559,-13.430339,22.061433
19.64000,-9.597453,-13.636471,22.407655
19.64500,-9.799255,-13.830180,22.772500
19.65000,-10.000324,-14.009895,23.155443
19.65500,-10.199976,-14.174015,23.555801
19.66000,-10.397477,-14.320923,23.972720
19.66500,-10.592055,-14.449006,24.405168
19.67000,-10.782894,-14.556676,24.851924
19.67500,-10.969144,-14.642388,25.311578
19.68000,-11.149919,-14.704672,25.782526
19.68500,-11.324312,-14.742148,26.262973
19.69000,-11.491390,-14.753561,26.750936
19.69500,-11.650213,-14.737806,27.244256
19.70000,-11.799834,-14.693951,27.740608
19.70500,-11.939313,-14.621267,28.237522
19.71000,-12.067725,-14.519252,28.732402
19.71500,-12.184172,-14.387648,29.222556
19.72000,-12.287793,-14.226466,29.705221
19.72500,-12.377778,-14.035993,30.177601
19.73000,-12.453376,-13.816809,30.636902
19.73500,-12.513908,-13.569781,31.080369
19.74000,-12.558779,-13.296071,31.505327
19.74500,-12.587486,-12.997121,31.909222
19.75000,-12.599627,-12.674640,32.289656
19.75500,-12.594909,-12.330585,32.644423
19.76000,-12.573155,-11.967133,32.971545
19.76500,-12.534307,-11.586650,33.269298
19.77000,-12.478431,-11.191658,33.536236
19.77500,-12.405713,-10.784792,33.771208
19.78000,-12.316462,-10.368763,33.973371
19.78500,-12.211105,-9.946313,34.142191
19.79000,-12.090181,-9.520177,34.277443
19.79500,-11.954336,-9.093040,34.379207
19.80000,-11.804314,-8.667503,34.447845
19.80500,-11.640946,-8.246045,34.483990
19.81000,-11.465139,-7.830994,34.488520
19.81500,-11.277865,-7.424503,34.462529
19.82000,-11.080152,-7.028532,34.407301
19.82500,-10.873064,-6.644826,34.324276
19.83000,-10.657696,-6.274913,34.215023
19.83500,-10.435157,-5.920095,34.081204
19.84000,-10.206561,-5.581451,33.924546
19.84500,-9.973013,-5.259838,33.746815
19.85000,-9.735602,-4.955903,33.549787
19.85500,-9.495392,-4.670090,33.335225
19.86000,-9.253408,-4.402658,33.104861
19.86500,-9.010638,-4.153692,32.860375
19.87000,-8.768018,-3.923123,32.603385
19.87500,-8.526434,-3.710745,32.335432
19.88000,-8.286716,-3.516231,32.057972
19.88500,-8.049632,-3.339152,31.772373
19.89000,-7.815894,-3.178993,31.479907
19.89500,-7.586148,-3.035171,31.181752
19.90000,-7.360982,-2.907049,30.878991
19.90500,-7.140920,-2.793948,30.572614
19.91000,-6.926430,-2.695163,30.263520
19.91500,-6.717920,-2.609973,29.952523
19.92000,-6.515744,-2.537652,29.640353
19.92500,-6.320203,-2.477475,29.327666
19.93000,-6.131547,-2.428730,29.015047
19.93500,-5.949982,-2.390721,28.703013
19.94000,-5.775668,-2.362774,28.392024
19.94500,-5.608726,-2.344240,28.082485
19.95000,-5.449242,-2.334504,27.774751
19.95500,-5.297264,-2.332980,27.469135
19.96000,-5.152815,-2.339118,27.165910
19.96500,-5.015888,-2.352403,26.865316
19.97000,-4.886453,-2.372355,26.567561
19.97500,-4.764458,-2.398533,26.272828
19.98000,-4.649835,-2.430531,25.981279
19.98500,-4.542497,-2.467977,25.693054
19.99000,-4.442348,-2.510538,25.408278
19.99500,-4.349278,-2.557910,25.127062
20.00000,-4.263171,-2.609827,24.849505
20.00500,-4.183902,-2.666049,24.575698
20.01000,-4.111342,-2.726371,24.305725
20.01500,-4.045360,-2.790615,24.039661
20.02000,-3.985823,-2.858629,23.777581
20.02500,-3.932597,-2.930289,23.519556
20.03000,-3.885549,-3.005495,23.265653
20.03500,-3.844548,-3.084168,23.015941
20.04000,-3.809469,-3.166252,22.770490
20.04500,-3.780186,-3.251713,22.529369
20.05000,-3.756583,-3.340533,22.292652
20.05500,-3.738545,-3.432712,22.060414
20.06000,-3.725965,-3.528268,21.832735
20.06500,-3.718742,-3.627233,21.609699
20.07000,-3.716784,-3.729652,21.391394
20.07500,-3.720002,-3.835585,21.177917
20.08000,-3.728317,-3.945103,20.969369
20.08500,-3.741658,-4.058287,20.765858
20.09000,-3.759960,-4.175229,20.567500
20.09500,-3.783167,-4.296029,20.374421
20.10000,-3.811231,-4.420794,20.186754
20.10500,-3.844111,-4.549641,20.004644
20.11000,-3.881774,-4.682690,19.828244
20.11500,-3.924195,-4.820066,19.657719
20.12000,-3.971357,-4.961900,19.493248
20.12500,-4.023248,-5.108325,19.335019
20.13000,-4.079864,-5.259476,19.183238
20.13500,-4.141211,-5.415488,19.038121
20.14000,-4.207296,-5.576496,18.899902
20.14500,-4.278137,-5.742635,18.768829
20.15000,-4.353754,-5.914035,18.645169
20.15500,-4.434175,-6.090822,18.529205
20.16000,-4.519430,-6.273117,18.421238
20.16500,-4.609556,-6.461033,18.321591
20.17000,-4.704591,-6.654671,18.230605
20.17500,-4.804578,-6.854124,18.148641
20.18000,-4.909561,-7.059469,18.076084
20.18500,-5.019585,-7.270768,18.013340
20.19000,-5.134694,-7.488061,17.960838
20.19500,-5.254936,-7.711370,17.919028
20.20000,-5.380352,-7.940690,17.888387
20.20500,-5.510982,-8.175988,17.869412
20.21000,-5.646863,-8.417198,17.862624
20.21500,-5.788025,-8.664219,17.868567
20.22000,-5.934489,-8.916911,17.887808
20.22500,-6.086270,-9.175087,17.920931
20.23000,-6.243370,-9.438512,17.968541
20.23500,-6.405778,-9.706897,18.031261
20.24000,-6.573470,-9.979892,18.109724
20.24500,-6.746403,-10.257083,18.204577
20.25000,-6.924514,-10.537986,18.316471
20.25500,-7.107718,-10.822041,18.446059
20.26000,-7.295905,-11.108605,18.593991
20.26500,-7.488937,-11.396950,18.760902
20.27000,-7.686644,-11.686256,18.947412
20.27500,-7.888824,-11.975605,19.154110
20.28000,-8.095236,-12.263980,19.381547
20.28500,-8.305598,-12.550258,19.630224
20.29000,-8.519586,-12.833210,19.900583
20.29500,-8.736828,-13.111499,20.192986
20.30000,-8.956904,-13.383681,20.507707
20.30500,-9.179339,-13.648206,20.844914
20.31000,-9.403605,-13.903422,21.204650
20.31500,-9.629116,-14.147582,21.586822
20.32000,-9.855227,-14.378854,21.991177
20.32500,-10.081234,-14.595330,22.417286
20.33000,-10.306372,-14.795043,22.864532
20.33500,-10.529816,-14.975986,23.332085
20.34000,-10.750685,-15.136129,23.818898
20.34500,-10.968039,-15.273451,24.323684
20.35000,-11.180887,-15.385960,24.844912
20.35500,-11.388193,-15.471730,25.380803
20.36000,-11.588875,-15.528931,25.929321
20.36500,-11.781823,-15.555869,26.488180
20.37000,-11.965898,-15.551016,27.054852
20.37500,-12.139949,-15.513053,27.626580
20.38000,-12.302824,-15.440904,28.200399
20.38500,-12.453379,-15.333773,28.773160
20.39000,-12.590496,-15.191175,29.341567
20.39500,-12.713095,-15.012962,29.902212
20.40000,-12.820152,-14.799349,30.451623
20.40500,-12.910710,-14.550928,30.986306
20.41000,-12.983899,-14.268677,31.502808
20.41500,-13.038948,-13.953959,31.997760
20.42000,-13.075201,-13.608513,32.467938
20.42500,-13.092124,-13.234439,32.910318
20.43000,-13.089324,-12.834166,33.322119
20.43500,-13.066550,-12.410422,33.700858
20.44000,-13.023704,-11.966188,34.044386
20.44500,-12.960844,-11.504648,34.350918
20.45000,-12.878182,-11.029141,34.619064
20.45500,-12.776088,-10.543096,34.847836
20.46000,-12.655080,-10.049980,35.036660
20.46500,-12.515822,-9.553241,35.185369
20.47000,-12.359109,-9.056245,35.294189
20.47500,-12.185861,-8.562236,35.363721
20.48000,-11.997106,-8.074280,35.394907
20.48500,-11.793967,-7.595231,35.389002
20.49000,-11.577645,-7.127697,35.347529
20.49500,-11.349402,-6.674015,35.272238
20.50000,-11.110548,-6.236235,35.165068
20.50500,-10.862420,-5.816108,35.028095
20.51000,-10.606368,-5.415087,34.863493
20.51500,-10.343739,-5.034327,34.673495
20.52000,-10.075866,-4.674698,34.460355
20.52500,-9.804051,-4.336799,34.226310
20.53000,-9.529554,-4.020975,33.973557
20.53500,-9.253587,-3.727338,33.704225
20.54000,-8.977303,-3.455792,33.420354
20.54500,-8.701787,-3.206056,33.123880
20.55000,-8.428056,-2.977691,32.816621
20.55500,-8.157052,-2.770120,32.500275
20.56000,-7.889638,-2.582654,32.176408
20.56500,-7.626602,-2.414518,31.846457
20.57000,-7.368653,-2.264864,31.511730
20.57500,-7.116421,-2.132797,31.173407
20.58000,-6.870464,-2.017390,30.832551
20.58500,-6.631263,-1.917697,30.490107
20.59000,-6.399234,-1.832772,30.146911
20.59500,-6.174722,-1.761673,29.803702
20.60000,-5.958014,-1.703478,29.461125
20.60500,-5.749335,-1.657290,29.119740
20.61000,-5.548858,-1.622245,28.780031
20.61500,-5.356707,-1.597516,28.442416
20.62000,-5.172958,-1.582316,28.107250
20.62500,-4.997648,-1.575905,27.774834
20.63000,-4.830778,-1.577586,27.445424
20.63500,-4.672313,-1.586711,27.119231
20.64000,-4.522192,-1.602679,26.796434
20.64500,-4.380329,-1.624935,26.477180
20.65000,-4.246613,-1.652972,26.161590
20.65500,-4.120920,-1.686329,25.849763
20.66000,-4.003105,-1.724587,25.541779
20.66500,-3.893014,-1.767370,25.237705
20.67000,-3.790484,-1.814344,24.937594
20.67500,-3.695342,-1.865214,24.641488
20.68000,-3.607412,-1.919720,24.349424
20.68500,-3.526513,-1.977639,24.061432
20.69000,-3.452464,-2.038780,23.777536
20.69500,-3.385084,-2.102982,23.497759
20.70000,-3.324194,-2.170116,23.222123
20.70500,-3.269618,-2.240077,22.950648
20.71000,-3.221184,-2.312787,22.683355
20.71500,-3.178724,-2.388194,22.420266
20.72000,-3.142078,-2.466263,22.161404
20.72500,-3.111092,-2.546984,21.906796
20.73000,-3.085620,-2.630364,21.656472
20.73500,-3.065522,-2.716428,21.410465
20.74000,-3.050668,-2.805220,21.168812
20.74500,-3.040938,-2.896795,20.931556
20.75000,-3.036218,-2.991225,20.698744
20.75500,-3.036406,-3.088595,20.470428
20.76000,-3.041407,-3.189001,20.246669
20.76500,-3.051139,-3.292553,20.027531
20.77000,-3.065526,-3.399368,19.813087
20.77500,-3.084503,-3.509576,19.603418
20.78000,-3.108016,-3.623312,19.398613
20.78500,-3.136019,-3.740725,19.198769
20.79000,-3.168476,-3.861966,19.003993
20.79500,-3.205361,-3.987196,18.814402
20.80000,-3.246656,-4.116582,18.630124
20.80500,-3.292352,-4.250296,18.451299
20.81000,-3.342452,-4.388516,18.278077
20.81500,-3.396963,-4.531423,18.110625
20.82000,-3.455905,-4.679202,17.949120
20.82500,-3.519303,-4.832043,17.793757
20.83000,-3.587192,-4.990134,17.644747
20.83500,-3.659613,-5.153668,17.502315
20.84000,-3.736615,-5.322836,17.366708
20.84500,-3.818254,-5.497828,17.238188
20.85000,-3.904594,-5.678833,17.117042
20.85500,-3.995702,-5.866036,17.003575
20.86000,-4.091653,-6.059616,16.898116
20.86500,-4.192526,-6.259747,16.801019
20.87000,-4.298404,-6.466592,16.712661
20.87500,-4.409374,-6.680305,16.633448
20.88000,-4.525527,-6.901027,16.563811
20.88500,-4.646955,-7.128881,16.504212
20.89000,-4.773751,-7.363974,16.455143
20.89500,-4.906008,-7.606388,16.417126
20.90000,-5.043819,-7.856181,16.390713
20.90500,-5.187274,-8.113382,16.376492
20.91000,-5.336458,-8.377982,16.375082
20.91500,-5.491452,-8.649938,16.387134
20.92000,-5.652330,-8.929160,16.413333
20.92500,-5.819155,-9.215508,16.454395
20.93000,-5.991981,-9.508787,16.511068
20.93500,-6.170846,-9.808738,16.584128
20.94000,-6.355774,-10.115034,16.674378
20.94500,-6.546770,-10.427270,16.782645
20.95000,-6.743815,-10.744957,16.909775
20.95500,-6.946865,-11.067514,17.056626
20.96000,-7.155850,-11.394259,17.224066
20.96500,-7.370666,-11.724399,17.412962
20.97000,-7.591170,-12.057027,17.624170
20.97500,-7.817184,-12.391110,17.858528
20.98000,-8.048480,-12.725482,18.116840
20.98500,-8.284784,-13.058841,18.399863
20.99000,-8.525767,-13.389737,18.708293
20.99500,-8.771042,-13.716575,19.042742
21.00000,-9.020159,-14.037609,19.403725
21.00500,-9.272603,-14.350940,19.791632
21.01000,-9.527785,-14.654523,20.206709
21.01500,-9.785043,-14.946170,20.649032
21.02000,-10.043638,-15.223562,21.118482
21.02500,-10.302749,-15.484258,21.614719
21.03000,-10.561474,-15.725717,22.137154
21.03500,-10.818831,-15.945320,22.684928
21.04000,-11.073755,-16.140397,23.256883
21.04500,-11.325102,-16.308263,23.851546
21.05000,-11.571653,-16.446251,24.467109
21.05500,-11.812121,-16.551763,25.101415
21.06000,-12.045158,-16.622313,25.751956
21.06500,-12.269362,-16.655580,26.415867
21.07000,-12.483294,-16.649462,27.089940
21.07500,-12.685488,-16.602133,27.770639
21.08000,-12.874467,-16.512098,28.454125
21.08500,-13.048765,-16.378244,29.136300
21.09000,-13.206941,-16.199893,29.812846
21.09500,-13.347606,-15.976839,30.479289
21.10000,-13.469438,-15.709388,31.131059
21.10500,-13.571209,-15.398379,31.763568
21.11000,-13.651805,-15.045195,32.372284
21.11500,-13.710246,-14.651764,32.952814
21.12000,-13.745709,-14.220539,33.500989
21.12500,-13.757542,-13.754471,34.012936
21.13000,-13.745280,-13.256967,34.485158
21.13500,-13.708656,-12.731825,34.914599
21.14000,-13.647612,-12.183173,35.298697
21.14500,-13.562298,-11.615388,35.635431
21.15000,-13.453076,-11.033013,35.923344
21.15500,-13.320515,-10.440670,36.161560
21.16000,-13.165379,-9.842973,36.349782
21.16500,-12.988621,-9.244444,36.488276
21.17000,-12.791362,-8.649434,36.577838
21.17500,-12.574876,-8.062051,36.619753
21.18000,-12.340568,-7.486104,36.615746
21.18500,-12.089950,-6.925048,36.567918
21.19000,-11.824622,-6.381951,36.478687
21.19500,-11.546245,-5.859470,36.350718
21.20000,-11.256515,-5.359835,36.186856
21.20500,-10.957148,-4.884848,35.990067
21.21000,-10.649852,-4.435897,35.763372
21.21500,-10.336308,-4.013966,35.509797
21.22000,-10.018155,-3.619665,35.232322
21.22500,-9.696974,-3.253257,34.933839
21.23000,-9.374273,-2.914695,34.617122
21.23500,-9.051477,-2.603653,34.284796
21.24000,-8.729919,-2.319568,33.939320
21.24500,-8.410837,-2.061674,33.582972
21.25000,-8.095364,-1.829042,33.217843
21.25500,-7.784531,-1.620608,32.845832
21.26000,-7.479263,-1.435209,32.468650
21.26500,-7.180382,-1.271613,32.087823
21.27000,-6.888610,-1.128541,31.704703
21.27500,-6.604567,-1.004690,31.320474
21.28000,-6.328783,-0.898757,30.936165
21.28500,-6.061697,-0.809453,30.552663
21.29000,-5.803664,-0.735513,30.170725
21.29500,-5.554962,-0.675716,29.790992
21.30000,-5.315796,-0.628884,29.413997
21.30500,-5.086306,-0.593897,29.040182
21.31000,-4.866572,-0.569695,28.669907
21.31500,-4.656619,-0.555277,28.303461
21.32000,-4.456423,-0.549711,27.941071
21.32500,-4.265919,-0.552128,27.582913
21.33000,-4.085004,-0.561725,27.229117
21.33500,-3.913541,-0.577765,26.879775
21.34000,-3.751367,-0.599573,26.534950
21.34500,-3.598296,-0.626534,26.194677
21.35000,-3.454120,-0.658093,25.858972
21.35500,-3.318617,-0.693749,25.527833
21.36000,-3.191553,-0.733057,25.201246
21.36500,-3.072685,-0.775618,24.879186
21.37000,-2.961762,-0.821084,24.561622
21.37500,-2.858532,-0.869149,24.248515
21.38000,-2.762739,-0.919549,23.939825
21.38500,-2.674128,-0.972057,23.635510
21.39000,-2.592448,-1.026482,23.335525
21.39500,-2.517450,-1.082669,23.039826
21.40000,-2.448890,-1.140488,22.748371
21.40500,-2.386532,-1.199842,22.461118
21.41000,-2.330146,-1.260656,22.178030
21.41500,-2.279511,-1.322883,21.899068
21.42000,-2.234414,-1.386493,21.624199
21.42500,-2.194653,-1.451480,21.353393
21.43000,-2.160034,-1.517855,21.086622
21.43500,-2.130376,-1.585645,20.823862
21.44000,-2.105505,-1.654894,20.565093
21.44500,-2.085263,-1.725660,20.310298
21.45000,-2.069497,-1.798014,20.059466
21.45500,-2.058070,-1.872039,19.812587
21.46000,-2.050853,-1.947829,19.569657
21.46500,-2.047730,-2.025491,19.330677
21.47000,-2.048596,-2.105139,19.095652
21.47500,-2.053355,-2.186897,18.864590
21.48000,-2.061924,-2.270898,18.637506
21.48500,-2.074230,-2.357284,18.414421
21.49000,-2.090210,-2.446203,18.195360
21.49500,-2.109814,-2.537813,17.980354
21.50000,-2.132998,-2.632277,17.769441
21.50500,-2.159733,-2.729766,17.562664
21.51000,-2.189996,-2.830458,17.360077
21.51500,-2.223777,-2.934538,17.161737
21.52000,-2.261073,-3.042196,16.967712
21.52500,-2.301893,-3.153631,16.778078
21.53000,-2.346254,-3.269045,16.592920
21.53500,-2.394183,-3.388650,16.412334
21.54000,-2.445714,-3.512662,16.236425
21.54500,-2.500894,-3.641302,16.065313
21.55000,-2.559775,-3.774800,15.899128
21.55500,-2.622419,-3.913388,15.738013
21.56000,-2.688896,-4.057307,15.582129
21.56500,-2.759287,-4.206801,15.431648
21.57000,-2.833678,-4.362120,15.286762
21.57500,-2.912165,-4.523518,15.147682
21.58000,-2.994849,-4.691252,15.014636
21.58500,-3.081843,-4.865585,14.887875
21.59000,-3.173264,-5.046780,14.767671
21.59500,-3.269238,-5.235103,14.654321
21.60000,-3.369896,-5.430819,14.548149
21.60500,-3.475377,-5.634196,14.449505
21.61000,-3.585827,-5.845496,14.358771
21.61500,-3.701395,-6.064977,14.276357
21.62000,-3.822238,-6.292895,14.202711
21.62500,-3.948515,-6.529494,14.138314
21.63000,-4.080391,-6.775007,14.083687
21.63500,-4.218033,-7.029654,14.039390
21.64000,-4.361610,-7.293637,14.006025
21.64500,-4.511292,-7.567136,13.984239
21.65000,-4.667251,-7.850304,13.974727
21.65500,-4.829653,-8.143262,13.978229
21.66000,-4.998666,-8.446095,13.995538
21.66500,-5.174449,-8.758843,14.027496
21.67000,-5.357155,-9.081494,14.075000
21.67500,-5.546929,-9.413978,14.138997
21.68000,-5.743902,-9.756156,14.220489
21.68500,-5.948190,-10.107812,14.320528
21.69000,-6.159893,-10.468641,14.440216
21.69500,-6.379086,-10.838241,14.580703
21.70000,-6.605821,-11.216096,14.743182
21.70500,-6.840115,-11.601567,14.928882
21.71000,-7.081954,-11.993877,15.139063
21.71500,-7.331281,-12.392098,15.375003
21.72000,-7.587993,-12.795136,15.637992
21.72500,-7.851934,-13.201719,15.929309
21.73000,-8.122889,-13.610379,16.250214
21.73500,-8.400578,-14.019444,16.601921
21.74000,-8.684645,-14.427021,16.985579
21.74500,-8.974656,-14.830991,17.402241
21.75000,-9.270089,-15.228998,17.852835
21.75500,-9.570325,-15.618447,18.338134
21.76000,-9.874643,-15.996501,18.858709
21.76500,-10.182215,-16.360090,19.414901
21.77000,-10.492096,-16.705920,20.006767
21.77500,-10.803222,-17.030490,20.634041
21.78000,-11.114406,-17.330123,21.296089
21.78500,-11.424335,-17.600994,21.991862
21.79000,-11.731572,-17.839184,22.719854
21.79500,-12.034556,-18.040723,23.478063
21.80000,-12.331611,-18.201666,24.263959
21.80500,-12.620950,-18.318160,25.074461
21.81000,-12.900689,-18.386528,25.905922
21.81500,-13.168867,-18.403363,26.754128
21.82000,-13.423455,-18.365617,27.614315
21.82500,-13.662390,-18.270703,28.481203
21.83000,-13.883595,-18.116591,29.349043
21.83500,-14.085010,-17.901897,30.211689
21.84000,-14.264626,-17.625967,31.062689
21.84500,-14.420520,-17.288943,31.895389
21.85000,-14.550891,-16.891818,32.703056
21.85500,-14.654094,-16.436459,33.479014
21.86000,-14.728679,-15.925615,34.216783
21.86500,-14.773420,-15.362894,34.910223
21.87000,-14.787349,-14.752710,35.553675
21.87500,-14.769776,-14.100206,36.142090
21.88000,-14.720314,-13.411157,36.671144
21.88500,-14.638888,-12.691839,37.137333
21.89000,-14.525744,-11.948896,37.538040
21.89500,-14.381444,-11.189186,37.871579
21.90000,-14.206859,-10.419631,38.137206
21.90500,-14.003156,-9.647059,38.335100
21.91000,-13.771771,-8.878066,38.466323
21.91500,-13.514383,-8.118885,38.532750
21.92000,-13.232883,-7.375271,38.536977
21.92500,-12.929336,-6.652415,38.482223
21.93000,-12.605945,-5.954874,38.372212
21.93500,-12.265009,-5.286530,38.211056
21.94000,-11.908890,-4.650568,38.003138
21.94500,-11.539972,-4.049478,37.752999
21.95000,-11.160627,-3.485076,37.465230
21.95500,-10.773183,-2.958538,37.144384
21.96000,-10.379901,-2.470452,36.794891
21.96500,-9.982942,-2.020868,36.420995
21.97000,-9.584355,-1.609369,36.026697
21.97500,-9.186060,-1.235132,35.615723
21.98000,-8.789830,-0.896996,35.191492
21.98500,-8.397292,-0.593524,34.757108
21.99000,-8.009917,-0.323066,34.315349
21.99500,-7.629019,-0.083815,33.868677
22.00000,-7.255758,0.126146,33.419246
22.00500,-6.891140,0.308797,32.968918
22.01000,-6.536027,0.466142,32.519282
22.01500,-6.191141,0.600179,32.071677
22.02000,-5.857071,0.712870,31.627215
22.02500,-5.534283,0.806124,31.186802
22.03000,-5.223129,0.881774,30.751168
22.03500,-4.923858,0.941571,30.320881
22.04000,-4.636622,0.987171,29.896373
22.04500,-4.361488,1.020128,29.477960
22.05000,-4.098446,1.041897,29.065859
22.05500,-3.847417,1.053825,28.660201
22.06000,-3.608267,1.057158,28.261053
22.06500,-3.380804,1.053038,27.868423
22.07000,-3.164798,1.042511,27.482276
22.07500,-2.959978,1.026530,27.102540
22.08000,-2.766042,1.005954,26.729120
