t,x,y,z
9.86000,8.687080,13.665257,18.793079
9.86500,8.937976,13.993982,19.149562
9.87000,9.192504,14.315714,19.533336
9.87500,9.450096,14.628419,19.944728
9.88000,9.710109,14.929908,20.383900
9.88500,9.971821,15.217852,20.850824
9.89000,10.234430,15.489792,21.345255
9.89500,10.497048,15.743155,21.866703
9.90000,10.758703,15.975274,22.414408
9.90500,11.018339,16.183421,22.987313
9.91000,11.274818,16.364832,23.584043
9.91500,11.526922,16.516750,24.202880
9.92000,11.773358,16.636466,24.841754
9.92500,12.012769,16.721368,25.498230
9.93000,12.243737,16.768993,26.169505
9.93500,12.464801,16.777086,26.852414
9.94000,12.674463,16.743652,27.543444
9.94500,12.871214,16.667017,28.238761
9.95000,13.053542,16.545887,28.934240
9.95500,13.219957,16.379396,29.625514
9.96000,13.369012,16.167155,30.308032
9.96500,13.499323,15.909295,30.977117
9.97000,13.609594,15.606490,31.628048
9.97500,13.698638,15.259975,32.256132
9.98000,13.765400,14.871552,32.856795
9.98500,13.808980,14.443577,33.425663
9.99000,13.828647,13.978933,33.958647
9.99500,13.823861,13.480987,34.452023
10.00000,13.794281,12.953536,34.902502
10.00500,13.739779,12.400740,35.307295
10.01000,13.660443,11.827043,35.664155
10.01500,13.556577,11.237084,35.971421
10.02000,13.428702,10.635612,36.228027
10.02500,13.277544,10.027393,36.433510
10.03000,13.104026,9.417119,36.587996
10.03500,12.909249,8.809327,36.692170
10.04000,12.694480,8.208321,36.747239
10.04500,12.461124,7.618107,36.754878
10.05000,12.210704,7.042339,36.717167
10.05500,11.944840,6.484274,36.636530
10.06000,11.665220,5.946749,36.515666
10.06500,11.373576,5.432160,36.357475
10.07000,11.071664,4.942462,36.164993
10.07500,10.761238,4.479170,35.941330
10.08000,10.444029,4.043383,35.689610
10.08500,10.121729,3.635802,35.412917
10.09000,9.795970,3.256764,35.114254
10.09500,9.468316,2.906274,34.796506
10.10000,9.140244,2.584046,34.462407
10.10500,8.813142,2.289535,34.114522
10.11000,8.488295,2.021984,33.755228
10.11500,8.166887,1.780456,33.386709
10.12000,7.849993,1.563873,33.010952
10.12500,7.538580,1.371047,32.629745
10.13000,7.233509,1.200714,32.244684
10.13500,6.935535,1.051556,31.857181
10.14000,6.645312,0.922232,31.468475
10.14500,6.363397,0.811395,31.079640
10.15000,6.090252,0.717707,30.691601
10.15500,5.826254,0.639862,30.305149
10.16000,5.571698,0.576589,29.920947
10.16500,5.326804,0.526669,29.539550
10.17000,5.091724,0.488935,29.161417
10.17500,4.866545,0.462286,28.786919
10.18000,4.651300,0.445682,28.416351
10.18500,4.445969,0.438151,28.049947
10.19000,4.250490,0.438790,27.687883
10.19500,4.064759,0.446762,27.330290
10.20000,3.888639,0.461299,26.977260
10.20500,3.721965,0.481696,26.628850
10.21000,3.564545,0.507312,26.285092
10.21500,3.416168,0.537568,25.945998
10.22000,3.276607,0.571940,25.611558
10.22500,3.145619,0.609961,25.281754
10.23000,3.022956,0.651215,24.956554
10.23500,2.908359,0.695336,24.635918
10.24000,2.801566,0.742002,24.319803
10.24500,2.702314,0.790933,24.008161
10.25000,2.610340,0.841891,23.700942
10.25500,2.525383,0.894673,23.398095
10.26000,2.447184,0.949109,23.099570
10.26500,2.375492,1.005063,22.805317
10.27000,2.310061,1.062426,22.515288
10.27500,2.250651,1.121116,22.229437
10.28000,2.197032,1.181075,21.947721
10.28500,2.148983,1.242267,21.670100
10.29000,2.106291,1.304679,21.396536
10.29500,2.068756,1.368313,21.126995
10.30000,2.036185,1.433191,20.861447
10.30500,2.008398,1.499350,20.599864
10.31000,1.985225,1.566841,20.342223
10.31500,1.966509,1.635729,20.088504
10.32000,1.952100,1.706092,19.838692
10.32500,1.941864,1.778017,19.592774
10.33000,1.935676,1.851603,19.350743
10.33500,1.933421,1.926960,19.112595
10.34000,1.934997,2.004205,18.878331
10.34500,1.940313,2.083466,18.647956
10.35000,1.949287,2.164876,18.421482
10.35500,1.961850,2.248579,18.198922
10.36000,1.977942,2.334724,17.980299
10.36500,1.997514,2.423469,17.765637
10.37000,2.020526,2.514978,17.554969
10.37500,2.046951,2.609422,17.348334
10.38000,2.076769,2.706978,17.145777
10.38500,2.109971,2.807832,16.947350
10.39000,2.146557,2.912172,16.753113
10.39500,2.186537,3.020197,16.563136
10.40000,2.229931,3.132110,16.377495
10.40500,2.276766,3.248121,16.196277
10.41000,2.327080,3.368445,16.019580
10.41500,2.380919,3.493306,15.847513
10.42000,2.438338,3.622930,15.680195
10.42500,2.499401,3.757554,15.517760
10.43000,2.564179,3.897417,15.360356
10.43500,2.632753,4.042766,15.208144
10.44000,2.705211,4.193852,15.061304
10.44500,2.781651,4.350933,14.920031
10.45000,2.862176,4.514270,14.784539
10.45500,2.946899,4.684129,14.655064
10.46000,3.035940,4.860781,14.531863
10.46500,3.129427,5.044497,14.415216
10.47000,3.227493,5.235554,14.305427
10.47500,3.330281,5.434225,14.202830
10.48000,3.437938,5.640787,14.107786
10.48500,3.550618,5.855514,14.020686
10.49000,3.668482,6.078673,13.941955
10.49500,3.791693,6.310530,13.872055
10.50000,3.920423,6.551340,13.811482
10.50500,4.054843,6.801346,13.760775
10.51000,4.195132,7.060778,13.720512
10.51500,4.341468,7.329849,13.691319
10.52000,4.494030,7.608745,13.673865
10.52500,4.652999,7.897631,13.668870
10.53000,4.818552,8.196633,13.677104
10.53500,4.990865,8.505844,13.699390
10.54000,5.170106,8.825306,13.736603
10.54500,5.356437,9.155010,13.789678
10.55000,5.550012,9.494888,13.859600
10.55500,5.750969,9.844795,13.947413
10.56000,5.959433,10.204511,14.054215
10.56500,6.175508,10.573718,14.181157
10.57000,6.399277,10.951999,14.329440
10.57500,6.630794,11.338816,14.500310
10.58000,6.870081,11.733502,14.695053
10.58500,7.117124,12.135245,14.914986
10.59000,7.371866,12.543074,15.161449
10.59500,7.634201,12.955842,15.435789
10.60000,7.903967,13.372214,15.739347
10.60500,8.180940,13.790649,16.073441
10.61000,8.464827,14.209388,16.439340
10.61500,8.755259,14.626442,16.838244
10.62000,9.051779,15.039580,17.271249
10.62500,9.353840,15.446320,17.739322
10.63000,9.660793,15.843930,18.243258
10.63500,9.971883,16.229422,18.783641
10.64000,10.286237,16.599562,19.360804
10.64500,10.602864,16.950881,19.974779
10.65000,10.920645,17.279696,20.625254
10.65500,11.238331,17.582137,21.311520
10.66000,11.554543,17.854189,22.032423
10.66500,11.867770,18.091739,22.786326
10.67000,12.176373,18.290635,23.571059
10.67500,12.478590,18.446757,24.383894
10.68000,12.772547,18.556099,25.221512
10.68500,13.056272,18.614855,26.080001
10.69000,13.327708,18.619522,26.954850
10.69500,13.584740,18.566998,27.840972
10.70000,13.825213,18.454685,28.732742
10.70500,14.046969,18.280596,29.624057
10.71000,14.247872,18.043447,30.508411
10.71500,14.425848,17.742741,31.378998
10.72000,14.578922,17.378840,32.228830
10.72500,14.705253,16.953012,33.050870
10.73000,14.803175,16.467456,33.838174
10.73500,14.871235,15.925297,34.584050
10.74000,14.908223,15.330558,35.282205
10.74500,14.913206,14.688094,35.926894
10.75000,14.885553,14.003503,36.513058
10.75500,14.824952,13.283011,37.036434
10.76000,14.731421,12.533332,37.493652
10.76500,14.605317,11.761519,37.882301
10.77000,14.447325,10.974797,38.200957
10.77500,14.258451,10.180403,38.449194
10.78000,14.040004,9.385422,38.627548
10.78500,13.793564,8.596640,38.737465
10.79000,13.520957,7.820412,38.781217
10.79500,13.224218,7.062550,38.761803
10.80000,12.905549,6.328238,38.682828
10.80500,12.567282,5.621968,38.548387
10.81000,12.211835,4.947505,38.362931
10.81500,11.841675,4.307875,38.131146
10.82000,11.459279,3.705376,37.857834
10.82500,11.067094,3.141605,37.547809
10.83000,10.667515,2.617506,37.205797
10.83500,10.262846,2.133422,36.836364
10.84000,9.855285,1.689164,36.443846
10.84500,9.446900,1.284076,36.032304
10.85000,9.039619,0.917111,35.605486
10.85500,8.635214,0.586893,35.166810
10.86000,8.235298,0.291792,34.719352
10.86500,7.841320,0.029981,34.265846
10.87000,7.454566,-0.200505,33.808693
10.87500,7.076161,-0.401721,33.349977
10.88000,6.707075,-0.575764,32.891481
10.88500,6.348126,-0.724738,32.434712
10.89000,5.999991,-0.850724,31.980927
10.89500,5.663214,-0.955752,31.531152
10.90000,5.338215,-1.041784,31.086214
10.90500,5.025298,-1.110693,30.646763
10.91000,4.724666,-1.164261,30.213293
10.91500,4.436427,-1.204162,29.786169
10.92000,4.160602,-1.231966,29.365640
10.92500,3.897141,-1.249129,28.951866
10.93000,3.645926,-1.257001,28.544926
10.93500,3.406781,-1.256822,28.144835
10.94000,3.179483,-1.249729,27.751561
10.94500,2.963765,-1.236755,27.365028
10.95000,2.759325,-1.218840,26.985133
10.95500,2.565834,-1.196831,26.611747
10.96000,2.382938,-1.171491,26.244728
10.96500,2.210265,-1.143504,25.883919
10.97000,2.047431,-1.113477,25.529161
10.97500,1.894042,-1.081949,25.180289
10.98000,1.749698,-1.049399,24.837140
10.98500,1.613998,-1.016245,24.499551
10.99000,1.486540,-0.982854,24.167364
10.99500,1.366927,-0.949542,23.840427
11.00000,1.254763,-0.916585,23.518592
11.00500,1.149664,-0.884217,23.201718
11.01000,1.051251,-0.852639,22.889670
11.01500,0.959154,-0.822020,22.582322
11.02000,0.873016,-0.792498,22.279551
11.02500,0.792489,-0.764189,21.981245
11.03000,0.717238,-0.737185,21.687294
11.03500,0.646941,-0.711561,21.397596
11.04000,0.581287,-0.687372,21.112056
11.04500,0.519978,-0.664660,20.830583
11.05000,0.462730,-0.643454,20.553090
11.05500,0.409271,-0.623771,20.279497
11.06000,0.359342,-0.605620,20.009726
11.06500,0.312695,-0.589001,19.743704
11.07000,0.269096,-0.573910,19.481363
11.07500,0.228322,-0.560335,19.222635
11.08000,0.190162,-0.548260,18.967459
11.08500,0.154415,-0.537669,18.715774
11.09000,0.120892,-0.528540,18.467523
11.09500,0.089414,-0.520852,18.222650
11.10000,0.059810,-0.514582,17.981103
11.10500,0.031922,-0.509707,17.742830
11.11000,0.005599,-0.506203,17.507782
11.11500,-0.019304,-0.504050,17.275911
11.12000,-0.042920,-0.503226,17.047173
11.12500,-0.065376,-0.503712,16.821522
11.13000,-0.086792,-0.505492,16.598914
11.13500,-0.107282,-0.508548,16.379309
11.14000,-0.126953,-0.512869,16.162665
11.14500,-0.145907,-0.518444,15.948942
11.15000,-0.164238,-0.525266,15.738103
11.15500,-0.182039,-0.533329,15.530110
11.16000,-0.199395,-0.542633,15.324926
11.16500,-0.216389,-0.553178,15.122516
11.17000,-0.233100,-0.564969,14.922845
11.17500,-0.249601,-0.578014,14.725879
11.18000,-0.265964,-0.592325,14.531586
11.18500,-0.282259,-0.607917,14.339935
11.19000,-0.298552,-0.624810,14.150894
11.19500,-0.314906,-0.643024,13.964433
11.20000,-0.331384,-0.662588,13.780525
11.20500,-0.348046,-0.683530,13.599139
11.21000,-0.364952,-0.705886,13.420251
11.21500,-0.382159,-0.729694,13.243834
11.22000,-0.399724,-0.754996,13.069863
11.22500,-0.417705,-0.781840,12.898314
11.23000,-0.436157,-0.810276,12.729166
11.23500,-0.455136,-0.840361,12.562397
11.24000,-0.474698,-0.872156,12.397987
11.24500,-0.494900,-0.905725,12.235918
11.25000,-0.515800,-0.941139,12.076173
11.25500,-0.537454,-0.978474,11.918737
11.26000,-0.559921,-1.017812,11.763595
11.26500,-0.583263,-1.059237,11.610736
11.27000,-0.607540,-1.102844,11.460150
11.27500,-0.632815,-1.148729,11.311830
11.28000,-0.659153,-1.196997,11.165769
11.28500,-0.686622,-1.247760,11.021966
11.29000,-0.715290,-1.301135,10.880418
11.29500,-0.745231,-1.357246,10.741129
11.30000,-0.776517,-1.416226,10.604105
11.30500,-0.809228,-1.478214,10.469354
11.31000,-0.843443,-1.543357,10.336889
11.31500,-0.879248,-1.611812,10.206727
11.32000,-0.916730,-1.683743,10.078890
11.32500,-0.955981,-1.759322,9.953402
11.33000,-0.997097,-1.838734,9.830296
11.33500,-1.040179,-1.922170,9.709608
11.34000,-1.085332,-2.009834,9.591382
11.34500,-1.132667,-2.101939,9.475669
11.35000,-1.182299,-2.198711,9.362526
11.35500,-1.234349,-2.300384,9.252021
11.36000,-1.288945,-2.407207,9.144228
11.36500,-1.346221,-2.519441,9.039233
11.37000,-1.406315,-2.637360,8.937133
11.37500,-1.469375,-2.761249,8.838037
11.38000,-1.535555,-2.891411,8.742068
11.38500,-1.605016,-3.028159,8.649363
11.39000,-1.677927,-3.171822,8.560075
11.39500,-1.754466,-3.322746,8.474375
11.40000,-1.834818,-3.481288,8.392455
11.40500,-1.919179,-3.647823,8.314526
11.41000,-2.007752,-3.822741,8.240825
11.41500,-2.100751,-4.006448,8.171614
11.42000,-2.198398,-4.199365,8.107183
11.42500,-2.300927,-4.401926,8.047854
11.43000,-2.408581,-4.614582,7.993984
11.43500,-2.521613,-4.837798,7.945965
11.44000,-2.640289,-5.072051,7.904234
11.44500,-2.764883,-5.317829,7.869270
11.45000,-2.895681,-5.575631,7.841604
11.45500,-3.032979,-5.845965,7.821817
11.46000,-3.177083,-6.129343,7.810553
11.46500,-3.328312,-6.426279,7.808517
11.47000,-3.486990,-6.737286,7.816483
11.47500,-3.653454,-7.062870,7.835302
11.48000,-3.828048,-7.403527,7.865905
11.48500,-4.011120,-7.759733,7.909310
11.49000,-4.203028,-8.131936,7.966629
11.49500,-4.404131,-8.520553,8.039076
11.50000,-4.614791,-8.925950,8.127969
11.50500,-4.835367,-9.348438,8.234741
11.51000,-5.066216,-9.788254,8.360945
11.51500,-5.307685,-10.245545,8.508257
11.52000,-5.560111,-10.720352,8.678483
11.52500,-5.823812,-11.212586,8.873563
11.53000,-6.099082,-11.722005,9.095568
11.53500,-6.386186,-12.248190,9.346707
11.54000,-6.685351,-12.790510,9.629315
11.54500,-6.996753,-13.348096,9.945855
11.55000,-7.320514,-13.919801,10.298901
11.55500,-7.656686,-14.504166,10.691124
11.56000,-8.005237,-15.099378,11.125268
11.56500,-8.366040,-15.703229,11.604125
11.57000,-8.738856,-16.313073,12.130493
11.57500,-9.123316,-16.925786,12.707128
11.58000,-9.518905,-17.537728,13.336693
11.58500,-9.924941,-18.144701,14.021678
11.59000,-10.340559,-18.741929,14.764330
11.59500,-10.764685,-19.324029,15.566550
11.60000,-11.196021,-19.885012,16.429791
11.60500,-11.633028,-20.418287,17.354941
11.61000,-12.073902,-20.916694,18.342193
11.61500,-12.516568,-21.372557,19.390914
11.62000,-12.958666,-21.777766,20.499506
11.62500,-13.397547,-22.123895,21.665274
11.63000,-13.830275,-22.402349,22.884304
11.63500,-14.253639,-22.604551,24.151355
11.64000,-14.664170,-22.722159,25.459784
11.64500,-15.058172,-22.747322,26.801506
11.65000,-15.431765,-22.672952,28.166999
11.65500,-15.780937,-22.493018,29.545373
11.66000,-16.101609,-22.202843,30.924496
11.66500,-16.389713,-21.799384,32.291191
11.67000,-16.641276,-21.281489,33.631501
11.67500,-16.852513,-20.650095,34.931020
11.68000,-17.019924,-19.908375,36.175270
11.68500,-17.140391,-19.061789,37.350129
11.69000,-17.211270,-18.118046,38.442261
11.69500,-17.230473,-17.086972,39.439553
11.70000,-17.196544,-15.980275,40.331513
11.70500,-17.108705,-14.811221,41.109614
11.71000,-16.966896,-13.594240,41.767556
11.71500,-16.771782,-12.344474,42.301442
11.72000,-16.524742,-11.077312,42.709838
11.72500,-16.227834,-9.807909,42.993733
11.73000,-15.883741,-8.550751,43.156399
11.73500,-15.495697,-7.319262,43.203163
11.74000,-15.067399,-6.125480,43.141105
11.74500,-14.602912,-4.979822,42.978712
11.75000,-14.106569,-3.890930,42.725517
11.75500,-13.582866,-2.865607,42.391717
11.76000,-13.036367,-1.908826,41.987827
11.76500,-12.471613,-1.023810,41.524356
11.77000,-11.893041,-0.212165,41.011535
11.77500,-11.304912,0.525947,40.459086
11.78000,-10.711255,1.191614,39.876057
11.78500,-10.115827,1.786969,39.270696
11.79000,-9.522071,2.314977,38.650382
11.79500,-8.933105,2.779246,38.021594
11.80000,-8.351704,3.183838,37.389914
11.80500,-7.780306,3.533113,36.760058
11.81000,-7.221007,3.831584,36.135931
11.81500,-6.675586,4.083807,35.520689
11.82000,-6.145508,4.294278,34.916818
11.82500,-5.631954,4.467366,34.326208
11.83000,-5.135838,4.607253,33.750233
11.83500,-4.657831,4.717895,33.189826
11.84000,-4.198382,4.802999,32.645552
11.84500,-3.757747,4.866005,32.117672
11.85000,-3.336007,4.910081,31.606198
11.85500,-2.933091,4.938129,31.110951
11.86000,-2.548798,4.952783,30.631602
11.86500,-2.182811,4.956429,30.167710
11.87000,-1.834723,4.951213,29.718757
11.87500,-1.504043,4.939057,29.284173
11.88000,-1.190219,4.921676,28.863358
11.88500,-0.892644,4.900594,28.455701
11.89000,-0.610674,4.877160,28.060593
11.89500,-0.343631,4.852564,27.677439
11.90000,-0.090819,4.827852,27.305666
11.90500,0.148474,4.803940,26.944727
11.91000,0.374967,4.781628,26.594107
11.91500,0.589380,4.761611,26.253326
11.92000,0.792428,4.744493,25.921940
11.92500,0.984821,4.730794,25.599541
11.93000,1.167256,4.720964,25.285757
11.93500,1.340417,4.715385,24.980254
11.94000,1.504973,4.714388,24.682729
11.94500,1.661572,4.718251,24.392914
11.95000,1.810847,4.727212,24.110575
11.95500,1.953409,4.741472,23.835504
11.96000,2.089847,4.761199,23.567527
11.96500,2.220730,4.786535,23.306493
11.97000,2.346606,4.817600,23.052280
11.97500,2.468001,4.854493,22.804787
11.98000,2.585420,4.897299,22.563940
11.98500,2.699347,4.946087,22.329683
11.99000,2.810245,5.000918,22.101986
11.99500,2.918559,5.061842,21.880834
12.00000,3.024712,5.128904,21.666235
12.00500,3.129110,5.202143,21.458214
12.01000,3.232142,5.281594,21.256814
12.01500,3.334176,5.367287,21.062098
12.02000,3.435568,5.459252,20.874142
12.02500,3.536655,5.557517,20.693045
12.03000,3.637759,5.662107,20.518919
12.03500,3.739190,5.773048,20.351894
12.04000,3.841241,5.890361,20.192119
12.04500,3.944193,6.014070,20.039759
12.05000,4.048316,6.144194,19.894996
12.05500,4.153865,6.280750,19.758032
12.06000,4.261084,6.423751,19.629085
12.06500,4.370207,6.573206,19.508393
12.07000,4.481456,6.729120,19.396212
12.07500,4.595042,6.891488,19.292818
12.08000,4.711166,7.060298,19.198506
12.08500,4.830017,7.235528,19.113589
12.09000,4.951775,7.417144,19.038402
12.09500,5.076608,7.605096,18.973300
12.10000,5.204674,7.799318,18.918656
12.10500,5.336119,7.999725,18.874866
12.11000,5.471077,8.206209,18.842343
12.11500,5.609671,8.418637,18.821519
12.12000,5.752008,8.636846,18.812847
12.12500,5.898184,8.860643,18.816794
12.13000,6.048278,9.089799,18.833847
12.13500,6.202354,9.324043,18.864503
12.14000,6.360459,9.563062,18.909276
12.14500,6.522621,9.806495,18.968686
12.15000,6.688846,10.053929,19.043262
12.15500,6.859120,10.304892,19.133535
12.16000,7.033406,10.558854,19.240035
12.16500,7.211639,10.815217,19.363287
12.17000,7.393728,11.073316,19.503803
12.17500,7.579552,11.332410,19.662078
12.18000,7.768958,11.591683,19.838578
12.18500,7.961756,11.850238,20.033740
12.19000,8.157725,12.107095,20.247955
12.19500,8.356599,12.361189,20.481561
12.20000,8.558075,12.611371,20.734835
12.20500,8.761805,12.856408,21.007976
12.21000,8.967397,13.094982,21.301097
12.21500,9.174409,13.325697,21.614212
12.22000,9.382354,13.547081,21.947218
12.22500,9.590694,13.757596,22.299889
12.23000,9.798840,13.955644,22.671856
12.23500,10.006153,14.139581,23.062597
12.24000,10.211945,14.307729,23.471423
12.24500,10.415478,14.458394,23.897470
12.25000,10.615968,14.589881,24.339685
12.25500,10.812586,14.700522,24.796820
12.26000,11.004465,14.788692,25.267427
12.26500,11.190702,14.852837,25.749854
12.27000,11.370364,14.891505,26.242250
12.27500,11.542495,14.903366,26.742564
12.28000,11.706126,14.887248,27.248559
12.28500,11.860282,14.842162,27.757824
12.29000,12.003992,14.767328,28.267793
12.29500,12.136301,14.662204,28.775766
12.30000,12.256278,14.526507,29.278939
12.30500,12.363034,14.360235,29.774436
12.31000,12.455728,14.163678,30.259341
12.31500,12.533581,13.937431,30.730742
12.32000,12.595892,13.682397,31.185768
12.32500,12.642041,13.399785,31.621630
12.33000,12.671509,13.091101,32.035668
12.33500,12.683881,12.758135,32.425385
12.34000,12.678854,12.402933,32.788491
12.34500,12.656249,12.027775,33.122934
12.35000,12.616009,11.635139,33.426932
12.35500,12.558207,11.227664,33.698994
12.36000,12.483043,10.808106,33.937946
12.36500,12.390843,10.379299,34.142933
12.37000,12.282059,9.944108,34.313430
12.37500,12.157257,9.505383,34.449236
12.38000,12.017115,9.065923,34.550467
12.38500,11.862413,8.628428,34.617539
12.39000,11.694021,8.195471,34.651149
12.39500,11.512887,7.769460,34.652245
12.40000,11.320026,7.352618,34.622004
12.40500,11.116510,6.946956,34.561795
12.41000,10.903447,6.554264,34.473149
12.41500,10.681974,6.176096,34.357723
12.42000,10.453244,5.813772,34.217269
12.42500,10.218411,5.468374,34.053603
12.43000,9.978620,5.140753,33.868573
12.43500,9.734995,4.831538,33.664034
12.44000,9.488633,4.541151,33.441822
12.44500,9.240593,4.269817,33.203736
12.45000,8.991885,4.017585,32.951515
12.45500,8.743474,3.784345,32.686828
12.46000,8.496265,3.569845,32.411263
12.46500,8.251104,3.373711,32.126314
12.47000,8.008777,3.195467,31.833380
12.47500,7.770003,3.034550,31.533758
12.48000,7.535439,2.890328,31.228646
12.48500,7.305679,2.762118,30.919142
12.49000,7.081249,2.649198,30.606244
12.49500,6.862619,2.550820,30.290858
12.50000,6.650196,2.466222,29.973798
12.50500,6.444329,2.394642,29.655795
12.51000,6.245317,2.335320,29.337500
12.51500,6.053403,2.287512,29.019491
12.52000,5.868786,2.250493,28.702279
12.52500,5.691618,2.223563,28.386314
12.53000,5.522011,2.206052,28.071990
12.53500,5.360041,2.197320,27.759653
12.54000,5.205748,2.196766,27.449604
12.54500,5.059141,2.203822,27.142103
12.55000,4.920206,2.217960,26.837379
12.55500,4.788900,2.238689,26.535629
12.56000,4.665161,2.265556,26.237024
12.56500,4.548910,2.298147,25.941713
12.57000,4.440050,2.336084,25.649826
12.57500,4.338475,2.379027,25.361477
12.58000,4.244065,2.426670,25.076765
12.58500,4.156692,2.478739,24.795781
12.59000,4.076224,2.534997,24.518603
12.59500,4.002523,2.595234,24.245307
12.60000,3.935448,2.659272,23.975959
12.60500,3.874858,2.726960,23.710623
12.61000,3.820611,2.798173,23.449361
12.61500,3.772568,2.872811,23.192234
12.62000,3.730590,2.950799,22.939301
12.62500,3.694545,3.032083,22.690622
12.63000,3.664302,3.116628,22.446260
12.63500,3.639737,3.204420,22.206280
12.64000,3.620732,3.295464,21.970748
12.64500,3.607174,3.389778,21.739737
12.65000,3.598958,3.487399,21.513323
12.65500,3.595986,3.588376,21.291587
12.66000,3.598168,3.692772,21.074615
12.66500,3.605421,3.800662,20.862501
12.67000,3.617669,3.912132,20.655346
12.67500,3.634846,4.027280,20.453258
12.68000,3.656894,4.146209,20.256352
12.68500,3.683762,4.269034,20.064754
12.69000,3.715408,4.395875,19.878599
12.69500,3.751799,4.526862,19.698033
12.70000,3.792907,4.662125,19.523211
12.70500,3.838716,4.801804,19.354302
12.71000,3.889214,4.946038,19.191486
12.71500,3.944399,5.094974,19.034958
12.72000,4.004274,5.248754,18.884925
12.72500,4.068851,5.407527,18.741612
12.73000,4.138149,5.571437,18.605256
12.73500,4.212189,5.740629,18.476114
12.74000,4.291003,5.915241,18.354460
12.74500,4.374626,6.095411,18.240586
12.75000,4.463096,6.281267,18.134803
12.75500,4.556458,6.472930,18.037444
12.76000,4.654759,6.670513,17.948862
12.76500,4.758050,6.874112,17.869433
12.77000,4.866383,7.083814,17.799554
12.77500,4.979811,7.299686,17.739648
12.78000,5.098389,7.521776,17.690160
12.78500,5.222168,7.750109,17.651561
12.79000,5.351199,7.984683,17.624345
12.79500,5.485531,8.225468,17.609032
12.80000,5.625206,8.472401,17.606167
12.80500,5.770262,8.725378,17.616318
12.81000,5.920726,8.984257,17.640077
12.81500,6.076619,9.248846,17.678057
12.82000,6.237949,9.518904,17.730893
12.82500,6.404710,9.794129,17.799238
12.83000,6.576881,10.074160,17.883757
12.83500,6.754422,10.358565,17.985131
12.84000,6.937272,10.646839,18.104044
12.84500,7.125346,10.938397,18.241185
12.85000,7.318535,11.232566,18.397238
12.85500,7.516697,11.528582,18.572873
12.86000,7.719660,11.825584,18.768743
12.86500,7.927214,12.122609,18.985469
12.87000,8.139110,12.418584,19.223635
12.87500,8.355056,12.712328,19.483768
12.88000,8.574716,13.002546,19.766332
12.88500,8.797702,13.287827,20.071709
12.89000,9.023573,13.566648,20.400187
12.89500,9.251834,13.837372,20.751938
12.90000,9.481932,14.098254,21.127003
12.90500,9.713251,14.347451,21.525275
12.91000,9.945116,14.583027,21.946478
12.91500,10.176785,14.802968,22.390147
12.92000,10.407456,15.005200,22.855614
12.92500,10.636260,15.187606,23.341987
12.93000,10.862271,15.348050,23.848137
12.93500,11.084500,15.484407,24.372680
12.94000,11.301905,15.594590,24.913975
12.94500,11.513397,15.676585,25.470111
12.95000,11.717840,15.728488,26.038908
12.95500,11.914067,15.748541,26.617921
12.96000,12.100887,15.735177,27.204447
12.96500,12.277094,15.687054,27.795546
12.97000,12.441482,15.603098,28.388060
12.97500,12.592862,15.482540,28.978645
12.98000,12.730069,15.324949,29.563805
12.98500,12.851986,15.130259,30.139939
12.99000,12.957556,14.898796,30.703388
12.99500,13.045798,14.631290,31.250485
13.00000,13.115826,14.328881,31.777620
13.00500,13.166864,13.993119,32.281290
13.01000,13.198256,13.625951,32.758164
13.01500,13.209484,13.229699,33.205135
13.02000,13.200179,12.807024,33.619378
13.02500,13.170124,12.360895,33.998394
13.03000,13.119265,11.894530,34.340054
13.03500,13.047715,11.411349,34.642627
13.04000,12.955748,10.914909,34.904807
13.04500,12.843804,10.408849,35.125723
13.05000,12.712477,9.896821,35.304941
13.05500,12.562510,9.382431,35.442457
13.06000,12.394784,8.869183,35.538680
13.06500,12.210304,8.360421,35.594400
13.07000,12.010184,7.859288,35.610765
13.07500,11.795631,7.368684,35.589228
13.08000,11.567928,6.891231,35.531516
13.08500,11.328416,6.429255,35.439575
13.09000,11.078477,5.984770,35.315525
13.09500,10.819516,5.559470,35.161615
13.10000,10.552943,5.154729,34.980176
13.10500,10.280159,4.771613,34.773579
13.11000,10.002542,4.410886,34.544198
13.11500,9.721433,4.073035,34.294373
13.12000,9.438124,3.758287,34.026386
13.12500,9.153850,3.466636,33.742430
13.13000,8.869781,3.197864,33.444596
13.13500,8.587012,2.951573,33.134853
13.14000,8.306564,2.727209,32.815043
13.14500,8.029376,2.524089,32.486868
13.15000,7.756307,2.341423,32.151893
13.15500,7.488132,2.178339,31.811544
13.16000,7.225546,2.033907,31.467109
13.16500,6.969160,1.907153,31.119746
13.17000,6.719511,1.797081,30.770486
13.17500,6.477058,1.702684,30.420240
13.18000,6.242191,1.622962,30.069813
13.18500,6.015232,1.556928,29.719905
13.19000,5.796437,1.503621,29.371123
13.19500,5.586007,1.462112,29.023993
13.20000,5.384087,1.431509,28.678961
13.20500,5.190773,1.410965,28.336411
13.21000,5.006116,1.399678,27.996662
13.21500,4.830127,1.396893,27.659984
13.22000,4.662779,1.401906,27.326602
13.22500,4.504015,1.414063,26.996698
13.23000,4.353751,1.432761,26.670424
13.23500,4.211876,1.457445,26.347902
13.24000,4.078262,1.487610,26.029228
13.24500,3.952760,1.522797,25.714480
13.25000,3.835210,1.562593,25.403719
13.25500,3.725439,1.606628,25.096990
13.26000,3.623267,1.654574,24.794330
13.26500,3.528506,1.706142,24.495765
